date,campaign_id,campaign_type,region,channel,spend_eur,leads,qualified_leads,conversions,cac,customer_segment,product_id,units_sold,avg_unit_price,discount_pct,net_revenue_eur,fulfillment_lag_months,fulfillment_month,cash_lag_months,cash_month,cash_collected_eur,backlog_volume,sla_breach_rate
2021-04,CMP-0243,Performance,Europe,Affiliate,51017.73,25911,10494,1532,33.30139033942559,Churn-Prone,SIM-5,1532,45,0.11365056846213607,61104.92981022034,1,2021-05,2,2021-07,61104.92981022034,1415,0.11
2021-04,CMP-0244,Performance,Europe,Search,69571.37,7239,3513,1086,64.06203499079189,Whale,SIM-5,1086,45,0.15047040664511174,41516.511227253395,1,2021-05,1,2021-06,41516.511227253395,3447,0.04
2021-04,CMP-0245,Product Launch,APAC,Social,63215.8,9084,4328,1420,44.518169014084506,Whale,SIM-1,1420,55,0.27880037666492824,56325.6905824691,1,2021-05,1,2021-06,56325.6905824691,4364,0.01
2021-04,CMP-0246,Brand,APAC,Email,78322.75,8414,4709,1398,56.024856938483545,Casual,SIM-5,1398,45,0.17421864765637862,51949.90487593722,1,2021-05,2,2021-07,51949.90487593722,3230,0.08
2021-04,CMP-0247,Brand,APAC,Affiliate,17472.54,1919,1683,640,27.300843750000002,Whale,SIM-3,640,55,0.12647309511530103,30748.147051941403,1,2021-05,1,2021-06,30748.147051941403,3042,0.04
2021-04,CMP-0248,Brand,APAC,Search,94061.4,12995,6655,2408,39.062043189368765,Whale,SIM-3,2408,55,0.05154281505963483,125613.66957350196,2,2021-06,1,2021-07,125613.66957350196,5134,0.03
2021-04,CMP-0249,Product Launch,North America,Social,44170.89,12374,6927,626,70.56052715654953,Churn-Prone,SIM-2,626,50,0.1473390655118017,26688.287249480607,1,2021-05,2,2021-07,26688.287249480607,3836,0.11
2021-04,CMP-0250,Performance,North America,Email,44517.3,5899,4436,468,95.1224358974359,Whale,SIM-1,468,55,0.2827789437344194,18461.269988276043,1,2021-05,1,2021-06,16615.14298944844,3896,0.05
2021-04,CMP-0251,Brand,North America,Affiliate,47452.18,5037,4486,510,93.04349019607844,Whale,SIM-2,510,50,0.10857668866235938,22731.294439109835,1,2021-05,1,2021-06,22731.294439109835,3722,0.15
2021-04,CMP-0252,Brand,North America,Search,35687.5,13152,8235,751,47.51997336884155,Churn-Prone,SIM-4,751,60,0.11616736118241401,39825.49870512042,1,2021-05,2,2021-07,39825.49870512042,3645,0.04
2021-04,CMP-0253,Product Launch,LATAM,Social,16143.37,1863,1266,350,46.123914285714285,Churn-Prone,SIM-4,350,60,0.0841271022611386,19233.33085251609,1,2021-05,2,2021-07,19233.33085251609,3774,0.1
2021-04,CMP-0254,Product Launch,LATAM,Email,48161.12,9771,4670,566,85.09031802120141,Casual,SIM-1,566,55,0.18485985887358547,25375.312593265284,1,2021-05,2,2021-07,25375.312593265284,4931,0.11
2021-04,CMP-0255,Performance,LATAM,Affiliate,29127.45,11815,9052,2850,10.220157894736843,Casual,SIM-2,2850,50,0.23862229454080858,108496.32302793479,1,2021-05,2,2021-07,108496.32302793479,1022,0.04
2021-04,CMP-0256,Product Launch,LATAM,Search,65688.08,33141,23544,5297,12.40099679063621,Casual,SIM-5,5297,45,0.1478427920484851,203124.45287336287,1,2021-05,2,2021-07,203124.45287336287,3462,0.05
2021-05,CMP-0257,Product Launch,Europe,Social,24216.97,3570,1592,597,40.56443886097153,Whale,SIM-4,597,60,0.21007339667981917,28295.170930928878,1,2021-06,1,2021-07,28295.170930928878,2134,0.06
2021-05,CMP-0258,Brand,Europe,Email,74432.77,11025,6048,344,216.37433139534886,Churn-Prone,SIM-2,344,50,0.1706083219207794,14265.536862962594,1,2021-06,2,2021-08,14265.536862962594,4824,0.14
2021-05,CMP-0259,Performance,Europe,Affiliate,35180.91,4015,3565,603,58.34313432835822,Whale,SIM-2,603,50,0.057808350984403414,28407.07821782024,1,2021-06,1,2021-07,28407.07821782024,2631,0.08
2021-05,CMP-0260,Performance,Europe,Search,49704.74,6716,5286,735,67.62549659863946,Whale,SIM-2,735,50,0.1132320460996649,32588.722305837317,1,2021-06,1,2021-07,32588.722305837317,3249,0.08
2021-05,CMP-0261,Product Launch,APAC,Social,15290.13,1805,782,122,125.3289344262295,Whale,SIM-1,122,55,0.21972134048562975,5235.669805341425,1,2021-06,1,2021-07,5235.669805341425,3754,0.12
2021-05,CMP-0262,Product Launch,APAC,Email,35676.95,12173,7829,1400,25.48353571428571,Whale,SIM-4,1400,60,0.19517335632081134,67605.43806905184,1,2021-06,1,2021-07,67605.43806905184,2998,0.06
2021-05,CMP-0263,Performance,APAC,Affiliate,48546.77,10890,4763,879,55.22954493742889,Churn-Prone,SIM-2,879,50,0.29999752242381195,30765.108889473464,1,2021-06,2,2021-08,27688.59800052612,3501,0.1
2021-05,CMP-0264,Performance,APAC,Search,65148.54,11933,5504,1970,33.070324873096446,Casual,SIM-3,1970,55,0.12263568691558908,95062.42332269592,1,2021-06,2,2021-08,85556.18099042634,3812,0.03
2021-05,CMP-0265,Performance,North America,Social,87827.82,11974,5302,1730,50.7675260115607,Churn-Prone,SIM-2,1730,50,0.2772584442605496,62517.144571462464,1,2021-06,2,2021-08,62517.144571462464,3234,0.14
2021-05,CMP-0266,Brand,North America,Email,97093.49,17826,15531,950,102.20367368421053,Whale,SIM-5,950,45,0.06973784298519038,39768.70721238311,1,2021-06,1,2021-07,39768.70721238311,3077,0.02
2021-05,CMP-0267,Performance,North America,Affiliate,93121.24,10636,7257,1484,62.750161725067386,Casual,SIM-2,1484,50,0.16562732275860564,61910.45265131147,1,2021-06,2,2021-08,61910.45265131147,1953,0.03
2021-05,CMP-0268,Brand,North America,Search,17788.61,7553,5888,1152,15.441501736111112,Churn-Prone,SIM-4,1152,60,0.14309185420784315,59229.49103715388,1,2021-06,2,2021-08,59229.49103715388,2334,0.15
2021-05,CMP-0269,Performance,LATAM,Social,73260.36,15691,10813,4278,17.124908835904627,Casual,SIM-2,4278,50,0.2627155477376367,157705.14433891952,1,2021-06,2,2021-08,157705.14433891952,2034,0.1
2021-05,CMP-0270,Product Launch,LATAM,Email,37817.28,13650,10745,3956,9.559474216380181,Casual,SIM-2,3956,50,0.0906952619113575,179860.4771939335,1,2021-06,2,2021-08,179860.4771939335,4142,0.08
2021-05,CMP-0271,Brand,LATAM,Affiliate,32524.87,3728,1574,216,150.57810185185184,Casual,SIM-4,216,60,0.1764491551577363,10673.218949155738,2,2021-07,2,2021-09,10673.218949155738,5720,0.07
2021-05,CMP-0272,Product Launch,LATAM,Search,26611.54,4100,2067,281,94.70298932384343,Casual,SIM-1,281,55,0.12835901850570725,13471.211368994294,2,2021-07,2,2021-09,13471.211368994294,5296,0.13
2021-06,CMP-0273,Product Launch,Europe,Social,74278.83,19711,9044,561,132.40433155080214,Whale,SIM-5,561,45,0.171827618377351,20907.211774063773,1,2021-07,1,2021-08,20907.211774063773,3874,0.05
2021-06,CMP-0274,Product Launch,Europe,Email,31586.8,4151,3181,749,42.17196261682243,Churn-Prone,SIM-1,749,55,0.20210002452186765,32869.489489821666,1,2021-07,2,2021-09,29582.5405408395,2544,0.03
2021-06,CMP-0275,Product Launch,Europe,Affiliate,38519.65,7438,3669,519,74.218978805395,Churn-Prone,SIM-2,519,50,0.15736013457706843,21866.504507725072,2,2021-08,2,2021-10,21866.504507725072,5203,0.02
2021-06,CMP-0276,Product Launch,Europe,Search,91538.88,39194,32744,3725,24.574195973154364,Casual,SIM-5,3725,45,0.08020182791339277,154181.16859601752,1,2021-07,2,2021-09,154181.16859601752,4175,0.13
2021-06,CMP-0277,Performance,APAC,Social,59370.58,16920,12567,1936,30.666621900826446,Churn-Prone,SIM-3,1936,55,0.29391544090213445,75183.88385274072,1,2021-07,2,2021-09,75183.88385274072,4163,0.12
2021-06,CMP-0278,Performance,APAC,Email,38886.65,4463,3173,291,133.6310996563574,Churn-Prone,SIM-2,291,50,0.18722240143079322,11825.914059181958,1,2021-07,2,2021-09,11825.914059181958,4283,0.04
2021-06,CMP-0279,Performance,APAC,Affiliate,64989.69,28038,16002,3918,16.58746554364472,Casual,SIM-1,3918,55,0.1979045978952363,172843.53819955554,2,2021-08,2,2021-10,172843.53819955554,6427,0.13
2021-06,CMP-0280,Brand,APAC,Search,36463.88,5431,2461,342,106.61953216374268,Whale,SIM-1,342,55,0.14488716164798376,16084.672489401426,1,2021-07,1,2021-08,16084.672489401426,4653,0.07
2021-06,CMP-0281,Performance,North America,Social,87865.64,18928,12485,2836,30.982242595204514,Casual,SIM-2,2836,50,0.08967666486523292,129083.84892210997,2,2021-08,2,2021-10,129083.84892210997,5050,0.05
2021-06,CMP-0282,Brand,North America,Email,11464.09,1154,846,59,194.30661016949153,Casual,SIM-1,59,55,0.1676849620360792,2700.862298192923,1,2021-07,2,2021-09,2700.862298192923,4437,0.09
2021-06,CMP-0283,Brand,North America,Affiliate,90337.47,21379,17392,2582,34.98740123934934,Churn-Prone,SIM-5,2582,45,0.21147438650192163,91618.79103234173,2,2021-08,2,2021-10,82456.91192910756,5599,0.08
2021-06,CMP-0284,Performance,North America,Search,91651.86,9602,5987,1893,48.41619651347068,Churn-Prone,SIM-1,1893,55,0.23457220381084365,79692.51500023401,1,2021-07,2,2021-09,79692.51500023401,3886,0.12
2021-06,CMP-0285,Performance,LATAM,Social,46781.93,8686,6615,1010,46.31874257425743,Casual,SIM-1,1010,55,0.11288093242987933,49279.464203520205,1,2021-07,2,2021-09,49279.464203520205,4944,0.11
2021-06,CMP-0286,Product Launch,LATAM,Email,50582.57,9212,7236,1905,26.552530183727033,Whale,SIM-5,1905,45,0.08519105868901426,78421.99649388426,2,2021-08,1,2021-09,78421.99649388426,5377,0.14
2021-06,CMP-0287,Product Launch,LATAM,Affiliate,91235.14,77394,42779,12730,7.166939512961508,Whale,SIM-4,12730,60,0.11203850132277564,678224.992689664,1,2021-07,1,2021-08,678224.992689664,4364,0.12
2021-06,CMP-0288,Performance,LATAM,Search,73889.95,14085,11191,956,77.29074267782427,Whale,SIM-1,956,55,0.15150321847538512,44613.960772564256,2,2021-08,1,2021-09,44613.960772564256,5496,0.04
2021-07,CMP-0289,Brand,Europe,Social,73034.67,15236,9607,3396,21.50608657243816,Casual,SIM-4,3396,60,0.25754364134378593,151282.90763979018,2,2021-09,2,2021-11,151282.90763979018,5961,0.1
2021-07,CMP-0290,Product Launch,Europe,Email,94859.79,10076,6724,1290,73.53472093023255,Whale,SIM-4,1290,60,0.28682100445897857,55200.05425487506,1,2021-08,1,2021-09,55200.05425487506,4009,0.06
2021-07,CMP-0291,Brand,Europe,Affiliate,75505.31,8817,5530,790,95.57634177215189,Whale,SIM-4,790,60,0.2823687339873353,34015.7220090003,1,2021-08,1,2021-09,34015.7220090003,1810,0.02
2021-07,CMP-0292,Performance,Europe,Search,79740.04,10008,8697,2011,39.65193436101442,Churn-Prone,SIM-1,2011,55,0.25807418147354294,82060.70515811877,1,2021-08,2,2021-10,82060.70515811877,4050,0.07
2021-07,CMP-0293,Product Launch,APAC,Social,32365.63,21006,17355,3246,9.970927295132471,Casual,SIM-5,3246,45,0.09117669843975103,132751.81965890556,1,2021-08,2,2021-10,132751.81965890556,3154,0.02
2021-07,CMP-0294,Brand,APAC,Email,44440.41,6273,3095,303,146.66801980198022,Churn-Prone,SIM-5,303,45,0.2930708433862401,9638.979050428616,1,2021-08,2,2021-10,9638.979050428616,4686,0.08
2021-07,CMP-0295,Performance,APAC,Affiliate,82572.06,9246,5259,641,128.8175663026521,Whale,SIM-4,641,60,0.2607274274517637,28432.42314020517,1,2021-08,1,2021-09,28432.42314020517,3802,0.1
2021-07,CMP-0296,Brand,APAC,Search,16844.54,3923,2026,335,50.28220895522389,Casual,SIM-1,335,55,0.2613129311482267,13610.309243593922,1,2021-08,2,2021-10,13610.309243593922,2736,0.15
2021-07,CMP-0297,Performance,North America,Social,53521.26,5958,3204,382,140.10801047120418,Whale,SIM-2,382,50,0.1794738472777186,15672.049516995574,1,2021-08,1,2021-09,15672.049516995574,2328,0.09
2021-07,CMP-0298,Product Launch,North America,Email,67405.87,6762,2771,884,76.25098416289592,Casual,SIM-5,884,45,0.1187444831491455,35056.34446032699,1,2021-08,2,2021-10,35056.34446032699,4705,0.06
2021-07,CMP-0299,Product Launch,North America,Affiliate,20946.78,7671,6674,2504,8.365327476038338,Churn-Prone,SIM-4,2504,60,0.28365660515151137,107623.43164203693,2,2021-09,2,2021-11,107623.43164203693,5606,0.01
2021-07,CMP-0300,Brand,North America,Search,16068.5,5527,2453,789,20.365652724968314,Casual,SIM-3,789,55,0.25572608460018986,32297.76655877476,1,2021-08,2,2021-10,32297.76655877476,4139,0.04
2021-07,CMP-0301,Brand,LATAM,Social,76653.6,10093,5973,2038,37.612168792934256,Whale,SIM-4,2038,60,0.28436174771913053,87508.24548890472,1,2021-08,1,2021-09,87508.24548890472,3821,0.12
2021-07,CMP-0302,Product Launch,LATAM,Email,85773.64,20461,14762,2974,28.84117014122394,Churn-Prone,SIM-4,2974,60,0.2916047998662002,126406.03951187525,1,2021-08,2,2021-10,126406.03951187525,1520,0.05
2021-07,CMP-0303,Performance,LATAM,Affiliate,34014.91,12042,5136,447,76.09599552572708,Churn-Prone,SIM-4,447,60,0.20123747594253416,21422.810895221235,1,2021-08,2,2021-10,21422.810895221235,4871,0.13
2021-07,CMP-0304,Performance,LATAM,Search,44798.94,6151,5358,2090,21.4348995215311,Casual,SIM-1,2090,55,0.21763308010696208,89933.0774417047,1,2021-08,2,2021-10,89933.0774417047,3321,0.13
2021-08,CMP-0305,Product Launch,Europe,Social,83349.56,21150,10185,1762,47.303950056753685,Whale,SIM-3,1762,55,0.18069339203732027,79399.00337766329,1,2021-09,1,2021-10,79399.00337766329,3214,0.02
2021-08,CMP-0306,Brand,Europe,Email,54527.86,5568,2871,1121,48.6421587867975,Whale,SIM-1,1121,55,0.27583383441511145,44648.464939136305,1,2021-09,1,2021-10,44648.464939136305,3794,0.02
2021-08,CMP-0307,Performance,Europe,Affiliate,34288.74,4172,3209,501,68.4405988023952,Churn-Prone,SIM-2,501,50,0.06949783193176699,23309.07931010924,2,2021-10,2,2021-12,23309.07931010924,5171,0.07
2021-08,CMP-0308,Product Launch,Europe,Search,79087.98,11397,7006,1165,67.88667811158798,Casual,SIM-1,1165,55,0.2732054176434894,46569.36286449342,1,2021-09,2,2021-11,41912.426578044084,4112,0.02
2021-08,CMP-0309,Performance,APAC,Social,91690.88,13080,7811,591,155.1453130287648,Casual,SIM-3,591,55,0.06076465838612259,30529.844779159088,1,2021-09,2,2021-11,30529.844779159088,3093,0.06
2021-08,CMP-0310,Brand,APAC,Email,21065.69,2154,1054,391,53.87644501278772,Casual,SIM-3,391,55,0.2874254257700721,15323.916218814598,1,2021-09,2,2021-11,13791.524596933139,2467,0.1
2021-08,CMP-0311,Product Launch,APAC,Affiliate,64925.72,8319,3787,996,65.18646586345382,Churn-Prone,SIM-2,996,50,0.20235974370447624,39722.48476351709,1,2021-09,2,2021-11,39722.48476351709,3796,0.13
2021-08,CMP-0312,Performance,APAC,Search,28156.78,3696,2721,357,78.87053221288515,Whale,SIM-4,357,60,0.29871501806397205,15021.524313069718,2,2021-10,1,2021-11,15021.524313069718,5002,0.06
2021-08,CMP-0313,Performance,North America,Social,11530.88,1861,1387,379,30.424485488126646,Casual,SIM-3,379,55,0.2730463565070901,15153.348698609707,1,2021-09,2,2021-11,13638.013828748737,4615,0.15
2021-08,CMP-0314,Performance,North America,Email,13822.01,1481,1193,218,63.40371559633028,Whale,SIM-2,218,50,0.27692090855616586,7881.562096737792,1,2021-09,1,2021-10,7881.562096737792,4814,0.08
2021-08,CMP-0315,Product Launch,North America,Affiliate,41031.31,11376,9546,3378,12.146628182356423,Churn-Prone,SIM-5,3378,45,0.19605906593824185,122207.06138672786,1,2021-09,2,2021-11,122207.06138672786,3648,0.04
2021-08,CMP-0316,Product Launch,North America,Search,98686.67,15739,8608,729,135.3726611796982,Casual,SIM-2,729,50,0.159566842471751,30633.788591904675,1,2021-09,2,2021-11,30633.788591904675,3106,0.05
2021-08,CMP-0317,Brand,LATAM,Social,49070.74,9351,5794,506,96.97774703557312,Whale,SIM-5,506,45,0.2252333045969156,17641.43765432823,1,2021-09,1,2021-10,17641.43765432823,4121,0.09
2021-08,CMP-0318,Performance,LATAM,Email,57250.37,14908,8991,868,65.9566474654378,Whale,SIM-1,868,55,0.153623472128333,40406.015440593386,1,2021-09,1,2021-10,40406.015440593386,4437,0.11
2021-08,CMP-0319,Performance,LATAM,Affiliate,50560.51,5560,3871,503,100.5179125248509,Casual,SIM-4,503,60,0.14155426916718034,25907.8921565345,2,2021-10,2,2021-12,25907.8921565345,5662,0.04
2021-08,CMP-0320,Brand,LATAM,Search,41719.09,9396,5593,595,70.11611764705881,Whale,SIM-4,595,60,0.11108319500298593,31734.329938393403,1,2021-09,1,2021-10,31734.329938393403,2004,0.02
2021-09,CMP-0321,Product Launch,Europe,Social,42584.08,17055,8649,1671,25.484189108318372,Whale,SIM-3,1671,55,0.0846938362155822,84121.21298260691,2,2021-11,1,2021-12,84121.21298260691,5407,0.05
2021-09,CMP-0322,Brand,Europe,Email,26082.76,2787,1939,414,63.00183574879227,Casual,SIM-5,414,45,0.1445317906838388,15937.372739560084,1,2021-10,2,2021-12,15937.372739560084,3855,0.02
2021-09,CMP-0323,Brand,Europe,Affiliate,33593.86,7306,3728,340,98.8054705882353,Whale,SIM-3,340,55,0.23567618424142406,14292.85535468537,2,2021-11,1,2021-12,14292.85535468537,6364,0.1
2021-09,CMP-0324,Performance,Europe,Search,73107.12,23532,10356,3315,22.053429864253392,Whale,SIM-4,3315,60,0.07749056979314746,183487.12566814295,1,2021-10,1,2021-11,183487.12566814295,3887,0.11
2021-09,CMP-0325,Performance,APAC,Social,75865.37,14543,11347,3607,21.03281674521763,Whale,SIM-3,3607,55,0.20695680780651837,157327.87368330386,2,2021-11,1,2021-12,157327.87368330386,5335,0.09
2021-09,CMP-0326,Brand,APAC,Email,66032.0,10991,9248,2536,26.037854889589905,Churn-Prone,SIM-2,2536,50,0.14182473278942997,108816.62388230028,2,2021-11,2,2022-01,97934.96149407026,5304,0.14
2021-09,CMP-0327,Brand,APAC,Affiliate,56143.97,17006,8991,3008,18.66488364361702,Churn-Prone,SIM-5,3008,45,0.09357903825677409,122693.14138156307,1,2021-10,2,2021-12,122693.14138156307,3650,0.13
2021-09,CMP-0328,Product Launch,APAC,Search,55346.75,11470,8285,2128,26.008811090225564,Whale,SIM-1,2128,55,0.17477143084372404,96584.75173405054,2,2021-11,1,2021-12,96584.75173405054,6109,0.05
2021-09,CMP-0329,Performance,North America,Social,46619.86,6708,5924,2147,21.713954354913835,Whale,SIM-5,2147,45,0.22191814808248145,75174.37812301106,1,2021-10,1,2021-11,75174.37812301106,4172,0.14
2021-09,CMP-0330,Product Launch,North America,Email,41881.96,7978,4302,298,140.5434899328859,Casual,SIM-4,298,60,0.17572293904777309,14738.073849825818,1,2021-10,2,2021-12,14738.073849825818,2481,0.04
2021-09,CMP-0331,Product Launch,North America,Affiliate,45003.36,14442,12312,2459,18.301488409922733,Casual,SIM-4,2459,60,0.11832895210978579,130081.74640572221,1,2021-10,2,2021-12,130081.74640572221,4030,0.14
2021-09,CMP-0332,Product Launch,North America,Search,78231.89,33543,22940,3728,20.984949034334765,Whale,SIM-1,3728,55,0.13546740039324218,177263.76422336962,1,2021-10,1,2021-11,177263.76422336962,-424,0.15
2021-09,CMP-0333,Product Launch,LATAM,Social,10322.75,4296,3538,768,13.441080729166666,Casual,SIM-5,768,45,0.19426511822206166,27846.197514245552,2,2021-11,2,2022-01,27846.197514245552,6434,0.14
2021-09,CMP-0334,Performance,LATAM,Email,76770.16,18671,7597,2594,29.595281418658445,Casual,SIM-2,2594,50,0.2552808574791921,96590.07278494879,1,2021-10,2,2021-12,96590.07278494879,2706,0.09
2021-09,CMP-0335,Brand,LATAM,Affiliate,68254.19,14820,10031,1364,50.03972873900293,Casual,SIM-3,1364,55,0.21137364046473744,59162.749492335395,1,2021-10,2,2021-12,59162.749492335395,2703,0.11
2021-09,CMP-0336,Brand,LATAM,Search,14118.44,4574,1891,368,38.36532608695652,Whale,SIM-5,368,45,0.13612533372602287,14305.764473497062,1,2021-10,1,2021-11,14305.764473497062,3827,0.1
2021-10,CMP-0337,Performance,Europe,Social,43563.69,5042,4143,226,192.75969026548674,Casual,SIM-1,226,55,0.12625926680996746,10860.597313552105,1,2021-11,2,2022-01,10860.597313552105,2817,0.04
2021-10,CMP-0338,Performance,Europe,Email,65005.97,10471,7853,2863,22.705543136570032,Casual,SIM-5,2863,45,0.10254678879317296,115623.38446583156,1,2021-11,2,2022-01,115623.38446583156,3412,0.02
2021-10,CMP-0339,Product Launch,Europe,Affiliate,83325.11,22185,13497,3153,26.42724706628608,Whale,SIM-4,3153,60,0.1979347009437979,151734.7132754523,1,2021-11,1,2021-12,151734.7132754523,1754,0.02
2021-10,CMP-0340,Brand,Europe,Search,66149.97,16015,6802,2296,28.81096254355401,Whale,SIM-2,2296,50,0.29464279420307976,80975.00722548644,1,2021-11,1,2021-12,80975.00722548644,2918,0.07
2021-10,CMP-0341,Product Launch,APAC,Social,76941.44,10561,6665,772,99.66507772020725,Whale,SIM-5,772,45,0.07905096704705421,31993.769404785337,1,2021-11,1,2021-12,31993.769404785337,2474,0.1
2021-10,CMP-0342,Performance,APAC,Email,95972.29,49587,30473,3178,30.198958464443045,Casual,SIM-5,3178,45,0.06350059461210701,133928.77996452258,1,2021-11,2,2022-01,133928.77996452258,4392,0.14
2021-10,CMP-0343,Performance,APAC,Affiliate,88064.88,43557,19719,2074,42.46136933461909,Casual,SIM-1,2074,55,0.2438726293137261,86251.44917418326,1,2021-11,2,2022-01,86251.44917418326,3812,0.03
2021-10,CMP-0344,Performance,APAC,Search,91433.75,29370,23125,2680,34.11707089552239,Casual,SIM-4,2680,60,0.161629725946057,134809.94006787403,1,2021-11,2,2022-01,134809.94006787403,4503,0.01
2021-10,CMP-0345,Performance,North America,Social,26145.02,3099,2347,363,72.02484848484849,Whale,SIM-4,363,60,0.05104863724573462,20668.1606807879,1,2021-11,1,2021-12,18601.344612709112,4060,0.12
2021-10,CMP-0346,Performance,North America,Email,90453.72,11876,8184,1416,63.87974576271186,Casual,SIM-2,1416,50,0.16815793552284442,58894.41816498261,1,2021-11,2,2022-01,58894.41816498261,4126,0.14
2021-10,CMP-0347,Brand,North America,Affiliate,62573.35,20569,10908,3137,19.94687599617469,Whale,SIM-2,3137,50,0.2719045376417099,114201.77327089779,1,2021-11,1,2021-12,114201.77327089779,2104,0.1
2021-10,CMP-0348,Performance,North America,Search,69590.01,11597,6655,1869,37.233820224719096,Whale,SIM-2,1869,50,0.13388926257948697,80938.04841194695,2,2021-12,1,2022-01,80938.04841194695,5114,0.09
2021-10,CMP-0349,Brand,LATAM,Social,90355.63,14120,6599,1661,54.398332329921736,Casual,SIM-3,1661,55,0.1667323986892466,76123.16171774387,1,2021-11,2,2022-01,76123.16171774387,3443,0.12
2021-10,CMP-0350,Brand,LATAM,Email,92191.8,16253,7461,2018,45.68473736372646,Churn-Prone,SIM-2,2018,50,0.14892310616991045,85873.65858745604,1,2021-11,2,2022-01,85873.65858745604,4319,0.07
2021-10,CMP-0351,Performance,LATAM,Affiliate,49472.51,7406,3433,912,54.24617324561404,Casual,SIM-2,912,50,0.16837328804976104,37922.17806493089,2,2021-12,2,2022-02,34129.96025843781,5681,0.12
2021-10,CMP-0352,Product Launch,LATAM,Search,12005.18,1735,1035,246,48.80154471544716,Whale,SIM-5,246,45,0.1560485777222116,9342.542244615117,1,2021-11,1,2021-12,9342.542244615117,2047,0.11
2021-11,CMP-0353,Brand,Europe,Social,57683.11,6055,3710,1248,46.220440705128205,Churn-Prone,SIM-1,1248,55,0.05532909309994814,64842.21104961956,1,2021-12,2,2022-02,64842.21104961956,3695,0.12
2021-11,CMP-0354,Brand,Europe,Email,21824.66,5988,4885,490,44.540122448979595,Casual,SIM-5,490,45,0.11496874186436305,19514.939241890796,2,2022-01,2,2022-03,19514.939241890796,5464,0.08
2021-11,CMP-0355,Performance,Europe,Affiliate,69709.63,9449,4046,577,120.81391681109186,Whale,SIM-3,577,55,0.28019950917587333,22842.86857630366,1,2021-12,1,2022-01,22842.86857630366,2462,0.01
2021-11,CMP-0356,Product Launch,Europe,Search,28544.57,3117,2721,225,126.86475555555556,Churn-Prone,SIM-2,225,50,0.0687588076808487,10476.46341359045,1,2021-12,2,2022-02,10476.46341359045,4444,0.09
2021-11,CMP-0357,Product Launch,APAC,Social,32168.8,4064,2694,182,176.75164835164836,Whale,SIM-5,182,45,0.20931721673146614,6475.691994969293,1,2021-12,1,2022-01,6475.691994969293,2839,0.03
2021-11,CMP-0358,Product Launch,APAC,Email,55875.12,30959,12855,3029,18.446721690326843,Casual,SIM-1,3029,55,0.145949134689018,142280.60390648304,2,2022-01,2,2022-03,142280.60390648304,5776,0.07
2021-11,CMP-0359,Performance,APAC,Affiliate,87407.32,9828,4200,1206,72.477048092869,Churn-Prone,SIM-2,1206,50,0.22694318555984516,46615.32591074134,1,2021-12,2,2022-02,46615.32591074134,4664,0.12
2021-11,CMP-0360,Brand,APAC,Search,43361.81,13228,6690,1493,29.043409243134626,Whale,SIM-4,1493,60,0.12422633757074973,78451.80468041224,1,2021-12,1,2022-01,78451.80468041224,2854,0.15
2021-11,CMP-0361,Product Launch,North America,Social,91099.59,9539,7114,1923,47.37368174726989,Whale,SIM-1,1923,55,0.25424975569500546,78874.27458891775,1,2021-12,1,2022-01,78874.27458891775,3004,0.07
2021-11,CMP-0362,Performance,North America,Email,62252.82,44395,19823,7410,8.40119028340081,Churn-Prone,SIM-1,7410,55,0.08906945655760869,371249.7429799466,1,2021-12,2,2022-02,371249.7429799466,3078,0.02
2021-11,CMP-0363,Performance,North America,Affiliate,68910.49,9371,5351,1378,50.00761248185777,Whale,SIM-3,1378,55,0.057506433130090226,71431.58743307047,1,2021-12,1,2022-01,71431.58743307047,4313,0.05
2021-11,CMP-0364,Performance,North America,Search,66288.73,6781,4186,1520,43.61100657894737,Casual,SIM-2,1520,50,0.12182858611166057,66741.0274555138,1,2021-12,2,2022-02,66741.0274555138,3169,0.06
2021-11,CMP-0365,Brand,LATAM,Social,43702.17,14418,8588,2687,16.264298474134723,Casual,SIM-2,2687,50,0.14310042146947843,115124.45837557557,1,2021-12,2,2022-02,115124.45837557557,4651,0.06
2021-11,CMP-0366,Brand,LATAM,Email,58102.71,10243,8827,3059,18.994020921869893,Churn-Prone,SIM-3,3059,55,0.17778417926354462,138333.70075980492,2,2022-01,2,2022-03,138333.70075980492,5591,0.03
2021-11,CMP-0367,Product Launch,LATAM,Affiliate,58749.82,18078,11551,863,68.07626882966396,Whale,SIM-3,863,55,0.15309631666692702,40198.28332940431,2,2022-01,1,2022-02,40198.28332940431,5104,0.13
2021-11,CMP-0368,Brand,LATAM,Search,64075.67,7837,6351,466,137.50143776824035,Whale,SIM-4,466,60,0.12882254894676032,24358.12153144858,1,2021-12,1,2022-01,24358.12153144858,4293,0.13
2021-12,CMP-0369,Product Launch,Europe,Social,11799.55,3278,1673,473,24.946194503171245,Casual,SIM-2,473,50,0.09746864178558877,21344.866621770827,1,2022-01,2,2022-03,21344.866621770827,4744,0.09
2021-12,CMP-0370,Product Launch,Europe,Email,12057.19,3222,1546,222,54.31166666666667,Whale,SIM-3,222,55,0.17816560992649677,10034.597902797474,1,2022-01,1,2022-02,10034.597902797474,2494,0.06
2021-12,CMP-0371,Product Launch,Europe,Affiliate,66864.24,48404,21841,7463,8.959431863861719,Churn-Prone,SIM-3,7463,55,0.29621339927061086,288879.7670683887,1,2022-01,2,2022-03,288879.7670683887,2858,0.15
