Date,Entity,Department,Account Group,Product,Currency,Revenue,COGS,Gross Profit,OPEX_HR,OPEX_Marketing,OPEX_Ops,Depreciation,EBITDA,Interest,Tax,Net Profit,Budgeted Revenue,Budgeted OPEX
2020-10-01,TapForge CN,BI & Analytics,Revenue,Idle Bureaucracy,EUR,1837815.08,583958.95,1253856.1300000001,178715.16,76558.31,63145.15,23198.94,935437.5100000001,7824.19,139142.0,788471.3200000002,1852482.8218705307,320215.10867903195
2020-10-01,TapForge CN,Infrastructure,Revenue,Summon Siege,EUR,2441324.56,770130.01,1671194.55,209848.91,109893.07,88293.97,27459.6,1263158.6,13497.42,187449.18,1062212.0000000002,2646306.789835851,412729.26753047213
2020-10-01,WhaleCare PH,R&D,Revenue,Summon Siege,EUR,1678067.02,545906.25,1132160.77,106490.28,178711.91,75171.71,24759.8,771786.87,13303.47,113772.51,644710.89,1628002.3425483801,363916.4148981881
2020-10-01,WhaleCare PH,HR,Revenue,Summon Siege,EUR,1086114.55,391965.1,694149.4500000001,157641.25,99481.21,69287.73,24283.09,367739.26000000007,11545.13,53429.12,302765.01000000007,1055081.588826368,332483.6773671368
2020-10-01,WhaleCare PH,Marketing,Revenue,Idle Bureaucracy,EUR,1740122.86,577212.85,1162910.0100000002,198857.28,137535.1,88993.12,16164.73,737524.5100000002,10635.45,109033.36,617855.7000000003,1780396.5618160467,430140.89955408435
2020-10-01,WhaleCare PH,LiveOps,Revenue,Idle Bureaucracy,EUR,1276529.21,359242.51,917286.7,175223.81,103546.81,82135.74,19326.16,556380.3399999999,10090.57,81943.47,464346.29999999993,1270063.400233236,366819.2711635351
2020-10-01,WhaleCare PH,BI & Analytics,Revenue,Summon Siege,EUR,1500361.64,538484.46,961877.1799999999,159572.78,114623.69,81650.25,19193.18,606030.46,7871.28,89723.88,508435.29999999993,1491799.9374889273,359693.00647531904
2020-10-01,WhaleCare PH,Infrastructure,Revenue,Idle Bureaucracy,EUR,1218029.07,439338.88,778690.1900000001,176126.88,141022.09,74432.18,23166.81,387109.0400000001,5377.62,57259.71,324471.7100000001,1274145.3822013089,396382.3749806871
2020-10-01,SummonStorm BR,R&D,Revenue,Idle Bureaucracy,EUR,1517979.79,412226.87,1105752.92,186934.42,94359.81,86700.74,20039.82,737757.95,13011.13,108712.02,616034.7999999999,1544396.3745586835,375695.7367722663
2020-10-01,SummonStorm BR,HR Dept.,Revenue,Petty Kingdoms,EUR,1871683.91,401205.11,1470478.7999999998,152366.17,143465.48,96867.45,22797.25,1077779.7,10709.75,160060.49,907009.46,1924138.7571856698,399753.6631669547
2020-10-01,SummonStorm BR,Marketing,Revenue,Idle Bureaucracy,EUR,1617724.79,411358.09,1206366.7,167275.91,64999.77,79438.32,21676.19,894652.7,7157.52,133124.28,754370.8999999999,1550022.6924436232,315480.3701014267
2020-10-01,SummonStorm BR,LiveOps,Revenue,Petty Kingdoms,EUR,1836309.2,367311.31,1468997.89,164345.25,120461.37,99101.93,14835.65,1085089.34,7424.65,161649.7,916014.9900000002,1772559.6294423386,390596.9316565605
2020-10-01,SummonStorm BR,BI & Analytics,Revenue,Petty Kingdoms,EUR,1096238.72,404010.43,692228.29,159518.55,150822.65,66725.59,19202.03,315161.5,12834.91,45348.99,256977.60000000003,1191054.0200937572,382652.48727489327
2020-10-01,SummonStorm BR,Infrastructure,Revenue,Petty Kingdoms,EUR,1469033.47,320040.55,1148992.92,178361.31,179450.75,111375.57,13359.52,679805.2899999998,11566.73,100235.78,568002.7799999998,1542423.1679699267,472963.02402084845
2020-11-01,Tapstorm SG,R&D,Revenue,Petty Kingdoms,EUR,1526597.28,396320.59,1130276.69,184932.89,126099.09,74306.34,17809.45,744938.37,10419.33,110177.86,624341.18,1532715.225286075,390339.1119382848
2020-11-01,Tapstorm SG,Human Resources,Revenue,Idle Bureaucracy,EUR,1680362.02,481500.73,1198861.29,143962.95,113716.42,51908.71,12917.51,889273.2100000001,13705.37,131335.18,744232.6600000001,1810677.7917297184,314107.94202858343
2020-11-01,Tapstorm SG,Marketing,Revenue,Petty Kingdoms,EUR,1686662.14,496648.4,1190013.7399999998,151529.17,111809.41,87302.51,24854.71,839372.6499999997,14806.76,123684.88,700881.0099999997,1677040.1063159702,356205.7042891463
2020-11-01,Tapstorm SG,LiveOps,Revenue,Summon Siege,EUR,1229384.53,427480.96,801903.5700000001,206879.4,78938.86,110960.0,16192.96,405125.31000000006,10576.88,59182.26,335366.17000000004,1220915.840250249,401555.92568361235
2020-11-01,Tapstorm SG,BI & Analytics,Revenue,Petty Kingdoms,EUR,1336765.8,297166.3,1039599.5,175930.18,67684.56,82380.37,12373.4,713604.39,6598.55,106050.88,600954.96,1273802.9874008507,330652.21012699
2020-11-01,Tapstorm SG,Infrastructure,Revenue,Idle Bureaucracy,EUR,1201695.19,358793.64,842901.5499999999,199474.49,47703.35,78452.55,20075.1,517271.16,11614.19,75848.55,429808.42,1235168.2196729619,330567.86879641516
2020-11-01,TapForge CN,R&D,Revenue,Idle Bureaucracy,EUR,1145756.16,406512.31,739243.8499999999,207858.04,123622.7,110951.4,18811.52,296811.70999999985,10576.7,42935.25,243299.75999999983,1134112.327027886,447584.924442893
2020-11-01,TapForge CN,HR,Revenue,Idle Bureaucracy,EUR,1964706.05,529722.31,1434983.74,204716.73,79456.63,93404.4,23384.83,1057405.98,3179.51,158133.97,896092.5,1955741.80226181,381173.32705138985
2020-11-01,TapForge CN,Marketing,Revenue,Idle Bureaucracy,EUR,1469023.57,513407.4,955616.17,138920.28,99148.69,79176.61,22685.45,638370.59,10154.88,94232.36,533983.35,1412232.2295015221,320355.3328522411
2020-11-01,TapForge CN,LiveOps,Revenue,Idle Bureaucracy,EUR,1315091.58,314526.0,1000565.5800000001,188470.37,90174.6,87865.38,27064.97,634055.2300000001,10977.12,93461.72,529616.3900000001,1374787.8030978579,370955.97170662426
2020-11-01,TapForge CN,BI & Analytics,Revenue,Idle Bureaucracy,EUR,1974162.21,497451.36,1476710.85,154622.65,139155.54,75264.63,18685.11,1107668.0300000003,4492.87,165476.27,937698.8900000001,2139046.548752045,373563.04871511774
2020-11-01,TapForge CN,Infrastructure,Revenue,Summon Siege,EUR,1545527.4,354637.66,1190889.74,152773.0,115325.36,80757.24,22922.86,842034.14,10011.41,124803.41,707219.32,1625806.8068758838,351416.1209690576
2020-11-01,WhaleCare PH,R&D,Revenue,Summon Siege,EUR,1442988.29,521486.01,921502.28,171063.86,185629.5,42110.54,17181.5,522698.38000000006,9750.9,76942.12,436005.36000000004,1406715.1242025846,401667.96427132474
2020-11-01,WhaleCare PH,HR,Revenue,Summon Siege,EUR,1420004.3,298194.95,1121809.35,191196.54,131132.82,80959.23,21659.22,718520.76,8728.67,106468.81,603323.28,1475432.9470824848,405862.54557483713
2020-11-01,WhaleCare PH,Marketing,Revenue,Idle Bureaucracy,EUR,1556911.85,616903.85,940008.0000000001,163450.45,136461.25,68377.08,20133.41,571719.2200000001,11716.28,84000.44,476002.50000000006,1707303.5969576025,372326.54963643354
2020-11-01,WhaleCare PH,LiveOps,Revenue,Idle Bureaucracy,EUR,1646361.69,486302.35,1160059.3399999999,155962.79,144925.57,107849.44,25876.42,751321.5399999998,10696.47,111093.76,629531.3099999998,1754600.153281233,411933.101096975
2020-11-01,WhaleCare PH,BI & Analytics,Revenue,Idle Bureaucracy,EUR,1406082.59,283758.28,1122324.31,179982.29,138554.65,75850.45,23143.13,727936.92,6191.81,108261.77,613483.34,1382617.0128161453,400710.8895934851
2020-11-01,WhaleCare PH,Infrastructure,Revenue,Summon Siege,EUR,1364372.9,471762.34,892610.5599999998,176154.35,93812.11,79605.02,17567.1,543039.0799999998,7611.49,80314.14,455113.44999999984,1355276.272279873,355079.9705279639
2020-11-01,SummonStorm BR,R&D,Revenue,Idle Bureaucracy,EUR,1723257.59,686978.37,1036279.2200000001,175469.4,79676.57,47934.79,21237.56,733198.46,10451.22,108412.09,614335.15,1882898.9482036827,305280.95007295907
2020-11-01,SummonStorm BR,Human Resources,Revenue,Petty Kingdoms,EUR,1802254.11,644323.54,1157930.57,190161.94,72611.53,107574.19,13775.84,787582.9100000001,7869.76,116956.97,662756.1800000002,1960376.4296885182,374451.09572940035
2020-11-01,SummonStorm BR,Marketing,Revenue,Petty Kingdoms,EUR,1504281.92,367301.35,1136980.5699999998,156151.51,126417.12,76211.73,12298.76,778200.2099999998,15950.16,114337.51,647912.5399999998,1559960.3958980693,366206.1788624529
2020-11-01,SummonStorm BR,LiveOps,Revenue,Summon Siege,EUR,1531306.78,392778.98,1138527.8,199481.85,111282.75,108221.02,17972.95,719542.18,8917.33,106593.73,604031.1200000001,1501755.6468095838,418778.4751620924
2020-11-01,SummonStorm BR,BI & Analytics,Revenue,Summon Siege,EUR,1124281.97,299410.84,824871.1299999999,189090.8,109013.05,88877.6,20055.71,437889.6799999998,12128.92,63864.11,361896.64999999985,1137112.0630966327,392636.5578276002
2020-11-01,SummonStorm BR,Infrastructure,Revenue,Idle Bureaucracy,EUR,1621288.43,431973.18,1189315.25,205926.18,142217.73,60956.42,22113.28,780214.92,10328.41,115482.98,654403.53,1608919.400000157,415679.1234120245
2020-12-01,Tapstorm SG,R&D,Revenue,Petty Kingdoms,EUR,1348746.05,304241.18,1044504.8700000001,177961.93,140707.1,28832.63,16342.43,697003.2100000002,6930.41,103510.92,586561.8800000001,1342799.9369246566,353520.7199244348
2020-12-01,Tapstorm SG,Human Resources,Revenue,Summon Siege,EUR,1155361.79,402504.09,752857.7,173706.73,154008.7,58754.06,14008.58,366388.20999999996,12590.79,53069.61,300727.81,1129068.1763314407,392338.95484398404
2020-12-01,Tapstorm SG,Marketing,Revenue,Petty Kingdoms,EUR,1735017.15,626928.85,1108088.2999999998,173711.53,163791.96,45597.95,17007.87,724986.8599999999,10685.73,107145.17,607155.9599999998,1789973.0268252082,386855.7733901652
2020-12-01,Tapstorm SG,LiveOps,Revenue,Summon Siege,EUR,1656754.23,590013.83,1066740.4,194212.01,123159.28,48230.71,23964.67,701138.3999999999,12911.18,103234.08,584993.1399999999,1599393.0820664489,371807.0475732318
2020-12-01,Tapstorm SG,BI & Analytics,Revenue,Summon Siege,EUR,2098700.25,574741.98,1523958.27,257747.96,152458.26,99910.65,24080.36,1013841.4,9777.37,150609.6,853454.43,2212427.377023799,516115.7563780817
2020-12-01,Tapstorm SG,Infrastructure,Revenue,Summon Siege,EUR,1626475.98,414449.37,1212026.6099999999,166601.02,136200.73,54017.67,13888.94,855207.1899999998,13174.62,126304.89,715727.6799999998,1682281.865866089,363225.7601833071
2020-12-01,TapForge CN,R&D,Revenue,Idle Bureaucracy,EUR,1498321.19,413691.79,1084629.4,196718.54,133625.5,69305.34,16437.53,684980.0199999999,14333.26,100597.01,570049.7499999999,1429067.3043975332,402372.5693799788
2020-12-01,TapForge CN,H.R.,Revenue,Summon Siege,EUR,1392891.24,474939.98,917951.26,184830.19,159589.33,116384.46,20199.68,457147.2800000001,9286.17,67179.17,380681.9400000001,1490394.3542577198,466207.5161022063
2020-12-01,TapForge CN,Marketing,Revenue,Petty Kingdoms,EUR,853997.12,193296.28,660700.84,207428.82,86485.76,59758.1,21882.87,307028.16,12429.57,44189.79,250408.79999999996,913351.8068138512,359698.0339848007
2020-12-01,TapForge CN,LiveOps,Revenue,Petty Kingdoms,EUR,1090213.29,342707.67,747505.6200000001,181743.67,100807.06,59950.56,14491.03,405004.3300000001,13749.34,58688.25,332566.74000000005,1090330.4823144206,345228.6469855665
2020-12-01,TapForge CN,BI & Analytics,Revenue,Idle Bureaucracy,EUR,1311220.98,280169.43,1031051.55,218343.19,98890.36,98639.6,29066.72,615178.4000000001,8027.7,91072.61,516078.0900000002,1311048.454227535,420639.302733095
2020-12-01,TapForge CN,Infrastructure,Revenue,Petty Kingdoms,EUR,1335513.81,519367.59,816146.22,214681.44,154398.72,56290.75,22604.84,390775.31000000006,14561.02,56432.14,319782.15,1289045.855196294,429628.7385813497
2020-12-01,WhaleCare PH,R&D,Revenue,Idle Bureaucracy,EUR,1210872.32,346798.42,864073.9000000001,156071.23,80150.55,81549.47,27567.99,546302.6500000001,8159.92,80721.41,457421.32000000007,1278297.52222478,320001.96820664284
2020-12-01,WhaleCare PH,HR Dept.,Revenue,Idle Bureaucracy,EUR,1221146.74,341337.96,879808.78,159287.11,100116.47,45050.94,19359.79,575354.26,12845.34,84376.34,478132.5800000001,1337498.3337760435,307525.58783942775
2020-12-01,WhaleCare PH,Marketing,Revenue,Idle Bureaucracy,EUR,1283478.73,276097.74,1007380.99,184420.52,117498.47,83713.85,20986.64,621748.15,7561.82,92127.95,522058.38000000006,1339370.7847889066,388683.46814460855
2020-12-01,WhaleCare PH,LiveOps,Revenue,Idle Bureaucracy,EUR,1748919.73,355069.42,1393850.31,209747.78,150410.27,48500.41,24630.31,985191.85,11966.8,145983.76,827241.2899999999,1888683.504753551,411353.6745775843
2020-12-01,WhaleCare PH,BI & Analytics,Revenue,Summon Siege,EUR,1665442.88,400583.19,1264859.69,188514.73,169929.51,94494.48,15677.17,811920.97,15086.17,119525.22,677309.58,1586016.632913349,455642.0587461664
2020-12-01,WhaleCare PH,Infrastructure,Revenue,Idle Bureaucracy,EUR,1654276.43,479824.28,1174452.15,177255.76,134924.56,72292.33,22102.26,789979.4999999999,7406.83,117385.9,665186.7699999999,1757267.79703754,389261.2581285836
2020-12-01,SummonStorm BR,R&D,Revenue,Summon Siege,EUR,1460558.22,367684.33,1092873.89,200651.18,170323.89,70151.08,20079.04,651747.74,9739.73,96301.2,545706.81,1521892.5407429868,444187.7559573416
2020-12-01,SummonStorm BR,H.R.,Revenue,Idle Bureaucracy,EUR,1706912.34,585147.55,1121764.79,188979.58,137038.25,66027.9,15647.41,729719.06,15115.04,107190.6,607413.42,1776912.4031984515,396594.5250316746
2020-12-01,SummonStorm BR,Marketing,Revenue,Summon Siege,EUR,1325984.03,517529.1,808454.93,185985.11,132236.3,89050.63,12997.9,401182.8900000001,10620.32,58584.39,331978.18000000005,1382361.610596738,413575.7740965839
2020-12-01,SummonStorm BR,LiveOps,Revenue,Idle Bureaucracy,EUR,1766187.25,537432.77,1228754.48,175373.98,101413.33,83076.64,23832.34,868890.53,4846.62,129606.59,734437.3200000001,1775490.3551949398,365291.2529652356
2020-12-01,SummonStorm BR,BI & Analytics,Revenue,Idle Bureaucracy,EUR,1591145.58,568798.59,1022346.9900000001,198039.06,184241.49,64987.94,24153.55,575078.5000000002,6948.03,85219.57,482910.9000000002,1613644.6968186258,455257.2630297522
2020-12-01,SummonStorm BR,Infrastructure,Revenue,Idle Bureaucracy,EUR,1270003.02,491816.45,778186.5700000001,168023.72,66794.87,66192.27,20020.47,477175.7100000001,12379.51,69719.43,395076.7700000001,1226580.3247926647,305986.05637462856
2021-01-01,Tapstorm SG,R&D,Revenue,Idle Bureaucracy,EUR,1352063.15,447579.88,904483.2699999999,216090.8,99022.85,70152.84,22713.52,519216.78,6883.42,76850.0,435483.36000000004,1463275.200396184,391122.4094958293
2021-01-01,Tapstorm SG,H.R.,Revenue,Idle Bureaucracy,EUR,1790455.4,397635.75,1392819.65,154804.65,86487.78,81992.12,11701.22,1069535.1,3565.59,159895.43,906074.0800000001,1795949.1864581662,329083.7999511952
2021-01-01,Tapstorm SG,Marketing,Revenue,Summon Siege,EUR,1644559.82,430149.7,1214410.12,193681.62,85633.85,52732.55,23538.18,882362.1000000001,10027.11,130850.25,741484.7400000001,1778505.7883846534,336703.3205541372
2021-01-01,Tapstorm SG,LiveOps,Revenue,Summon Siege,EUR,1244578.07,386658.34,857919.73,144983.15,120429.96,88353.47,24234.99,504153.15,10524.45,74044.3,419584.4,1322057.2591042765,359013.5627330378
2021-01-01,Tapstorm SG,BI & Analytics,Revenue,Petty Kingdoms,EUR,2116963.07,491290.14,1625672.9299999997,151727.79,90365.73,90695.57,14814.91,1292883.8399999996,12231.45,192097.86,1088554.5299999998,2048442.680687275,339252.8150790171
2021-01-01,Tapstorm SG,Infrastructure,Revenue,Summon Siege,EUR,1775536.33,537963.84,1237572.4900000002,172974.51,132748.98,64406.87,18560.53,867442.1300000002,10317.25,128568.73,728556.1500000003,1848622.5587736962,372839.53011629294
2021-01-01,TapForge CN,R&D,Revenue,Idle Bureaucracy,EUR,1086714.75,265061.45,821653.3,165880.65,123376.52,88900.72,9539.46,443495.41000000003,14238.5,64388.54,364868.37000000005,1102300.0326101184,385964.3377630577
2021-01-01,TapForge CN,HR,Revenue,Petty Kingdoms,EUR,1616884.25,550434.64,1066449.6099999999,180011.14,81084.94,100304.56,18793.84,705048.9699999997,11646.64,104010.35,589391.9799999997,1564027.0044210216,369729.4419079427
2021-01-01,TapForge CN,Marketing,Revenue,Summon Siege,EUR,1222372.61,326912.94,895459.6700000002,186384.59,133004.69,63878.65,17635.74,512191.7400000001,6146.71,75906.75,430138.2800000001,1325481.2268443557,388325.2869924401
2021-01-01,TapForge CN,LiveOps,Revenue,Idle Bureaucracy,EUR,1065422.58,302424.81,762997.77,178857.49,97050.24,120572.58,24792.38,366517.46,6710.79,53971.0,305835.67000000004,1013746.1930959034,402737.6653193567
2021-01-01,TapForge CN,BI & Analytics,Revenue,Summon Siege,EUR,1584190.92,581752.2,1002438.72,223965.51,130843.26,86766.93,9570.92,560863.02,9439.39,82713.54,468710.09,1693078.2715795152,444596.82920810184
2021-01-01,TapForge CN,Infrastructure,Revenue,Petty Kingdoms,EUR,1439105.81,533900.78,905205.03,177746.88,150701.57,76308.31,16509.02,500448.2700000001,9172.89,73691.31,417584.07000000007,1484098.222196298,411167.804215734
2021-01-01,WhaleCare PH,R&D,Revenue,Idle Bureaucracy,EUR,1317989.91,362570.83,955419.0799999998,185282.09,111156.62,106923.57,14610.64,552056.7999999998,7933.85,81618.44,462504.50999999983,1321387.7936155454,407425.76191543014
2021-01-01,WhaleCare PH,HR,Revenue,Petty Kingdoms,EUR,1444642.39,395708.99,1048933.4,224042.22,111514.6,105787.94,24840.03,607588.6399999999,9373.14,89732.32,508483.1799999999,1373561.6813283088,449509.96337312844
2021-01-01,WhaleCare PH,Marketing,Revenue,Petty Kingdoms,EUR,1679638.32,520156.83,1159481.49,196708.51,161897.91,88292.96,23755.65,712582.11,11872.21,105106.49,595603.41,1726166.333760347,452514.0241939393
2021-01-01,WhaleCare PH,LiveOps,Revenue,Summon Siege,EUR,1241673.63,402419.91,839253.72,161984.01,135864.94,83017.4,19410.63,458387.37,11068.01,67097.9,380221.45999999996,1320901.469544933,386193.34611599916
2021-01-01,WhaleCare PH,BI & Analytics,Revenue,Petty Kingdoms,EUR,2009987.21,759424.59,1250562.62,206788.58,175938.75,102198.59,19538.01,765636.7000000002,6348.64,113893.21,645394.8500000002,2125480.2043475076,488654.4691070713
2021-01-01,WhaleCare PH,Infrastructure,Revenue,Summon Siege,EUR,1304373.33,342744.13,961629.2000000001,161047.87,99378.47,97012.95,19216.29,604189.9100000001,5882.88,89746.05,508560.98000000016,1254214.6324058985,362485.8573466435
2021-01-01,SummonStorm BR,R&D,Revenue,Idle Bureaucracy,EUR,1227673.15,447322.59,780350.5599999998,217982.1,153250.13,91935.66,24633.03,317182.6699999998,6704.35,46571.75,263906.56999999983,1214916.7637816283,468425.6490096903
2021-01-01,SummonStorm BR,HR Dept.,Revenue,Petty Kingdoms,EUR,1665975.37,441320.81,1224654.56,159564.98,101712.97,59733.68,23505.93,903642.93,5422.21,134733.11,763487.6100000001,1748100.1951597212,326938.44220069685
2021-01-01,SummonStorm BR,Marketing,Revenue,Idle Bureaucracy,EUR,1665689.98,586606.48,1079083.5,195640.77,91517.27,108694.7,17699.62,683230.76,9800.84,101014.49,572415.43,1647261.5645902143,401377.2150709495
2021-01-01,SummonStorm BR,LiveOps,Revenue,Petty Kingdoms,EUR,1030559.17,214145.93,816413.24,149116.4,154939.96,93414.82,18538.7,418942.06,8592.55,61552.43,348797.08,1068180.1033255788,403438.12236947654
2021-01-01,SummonStorm BR,BI & Analytics,Revenue,Petty Kingdoms,EUR,1727036.6,641774.84,1085261.7600000002,195311.72,117079.9,69924.21,26073.99,702945.9300000003,8207.29,104210.8,590527.8400000002,1787356.9863938496,388938.48009150923
2021-01-01,SummonStorm BR,Infrastructure,Revenue,Petty Kingdoms,EUR,1106334.24,272604.78,833729.46,213372.58,138892.5,101428.23,30100.25,380036.15,12900.28,55070.38,312065.49,1148419.7210868155,459189.1700889381
2021-02-01,Tapstorm SG,R&D,Revenue,Petty Kingdoms,EUR,1543466.35,542290.78,1001175.5700000001,180597.58,173063.15,70157.13,13229.91,577357.7100000001,8340.42,85352.59,483664.70000000007,1604476.1506865902,429369.3339394871
2021-02-01,Tapstorm SG,H.R.,Revenue,Summon Siege,EUR,869992.05,210822.72,659169.3300000001,207961.44,136479.47,93836.2,27986.86,220892.22000000003,9801.57,31663.6,179427.05000000002,914551.2552501818,442297.47250797454
2021-02-01,Tapstorm SG,Marketing,Revenue,Summon Siege,EUR,1182327.72,459143.25,723184.47,217041.59,120041.39,54464.54,25564.73,331636.95,13232.95,47760.6,270643.4,1238246.9068289478,395433.7936511924
2021-02-01,Tapstorm SG,LiveOps,Revenue,Petty Kingdoms,EUR,1354408.25,443146.22,911262.03,149849.99,131204.8,72045.92,29099.74,558161.32,12857.8,81795.53,463507.9899999999,1321170.075088618,358811.2497050983
2021-02-01,Tapstorm SG,BI & Analytics,Revenue,Petty Kingdoms,EUR,1966248.13,722853.76,1243394.3699999999,201349.4,90592.16,141238.94,14484.09,810213.8699999999,9062.37,120172.72,680978.7799999999,2036818.9086318125,438759.98497671733
2021-02-01,Tapstorm SG,Infrastructure,Revenue,Summon Siege,EUR,1438658.63,455534.22,983124.4099999999,136523.36,153387.17,63851.29,19254.97,629362.5899999999,12794.71,92485.18,524082.6999999999,1557257.651550929,359153.72002619784
2021-02-01,TapForge CN,R&D,Revenue,Idle Bureaucracy,EUR,1160815.4,432519.08,728296.3199999998,195567.78,115005.93,84237.57,15522.22,333485.0399999998,12988.03,48074.55,272422.4599999998,1242532.2152860134,400191.02785705694
2021-02-01,TapForge CN,H.R.,Revenue,Petty Kingdoms,EUR,1746103.2,689145.94,1056957.26,209812.41,116396.59,76351.58,17576.86,654396.68,11029.2,96505.12,546862.3600000001,1904465.6538143198,408023.2551624973
2021-02-01,TapForge CN,Marketing,Revenue,Petty Kingdoms,EUR,1438242.17,308081.51,1130160.66,161335.54,100211.93,65902.63,11350.51,802710.5599999999,9307.27,119010.49,674392.7999999999,1388114.7072208102,332065.8303712569
2021-02-01,TapForge CN,LiveOps,Revenue,Summon Siege,EUR,1427550.77,563333.46,864217.31,137444.67,106115.53,67746.11,25259.48,552911.0,6955.2,81893.37,464062.43000000005,1383941.730282523,315164.5304227783
2021-02-01,TapForge CN,BI & Analytics,Revenue,Petty Kingdoms,EUR,1269001.18,424860.13,844141.0499999999,147597.08,108617.87,86641.3,24405.92,501284.8,8859.28,73863.83,418561.68999999994,1235041.1813979342,347809.09124443785
2021-02-01,TapForge CN,Infrastructure,Revenue,Idle Bureaucracy,EUR,1245471.41,324425.25,921046.1599999999,213800.71,128465.62,84728.36,14684.91,494051.47,6502.99,73132.27,414416.20999999996,1299773.680541447,432021.7524729511
2021-02-01,WhaleCare PH,R&D,Revenue,Idle Bureaucracy,EUR,1471360.73,318482.6,1152878.13,135593.84,63426.99,72123.96,14070.7,881733.34,3034.13,131804.88,746894.33,1557804.5139516862,278893.6255652188
2021-02-01,WhaleCare PH,HR,Revenue,Petty Kingdoms,EUR,1744245.53,619922.05,1124323.48,169646.97,144176.71,104477.06,20684.11,706022.74,6446.92,104936.37,594639.45,1785076.36536802,422551.66355211294
2021-02-01,WhaleCare PH,Marketing,Revenue,Petty Kingdoms,EUR,1484278.66,440290.74,1043987.9199999999,222602.64,107266.54,100716.5,18634.39,613402.2399999999,13163.29,90035.84,510203.10999999987,1483143.1361395824,437930.0131527623
2021-02-01,WhaleCare PH,LiveOps,Revenue,Idle Bureaucracy,EUR,1417802.08,319289.6,1098512.48,186548.76,82346.77,72976.08,33423.37,756640.87,6300.19,112551.1,637789.5800000001,1464446.8329187087,347862.69509169564
2021-02-01,WhaleCare PH,BI & Analytics,Revenue,Petty Kingdoms,EUR,1943080.33,443497.8,1499582.53,150805.51,81254.23,85817.06,15456.75,1181705.73,7854.86,176077.63,997773.2399999999,1899216.5875465951,322054.3968076124
2021-02-01,WhaleCare PH,Infrastructure,Revenue,Petty Kingdoms,EUR,1750000.17,674493.39,1075506.7799999998,181687.34,133352.59,72999.63,15019.75,687467.2199999999,8403.06,101859.62,577204.5399999998,1685342.183523421,394832.26876975014
2021-02-01,SummonStorm BR,R&D,Revenue,Petty Kingdoms,EUR,1853917.56,665899.89,1188017.67,184852.69,135599.97,60443.26,16588.05,807121.75,7969.51,119872.84,679279.4,2004290.2333846237,384638.0413023292
2021-02-01,SummonStorm BR,HR,Revenue,Petty Kingdoms,EUR,1233995.72,246960.4,987035.32,187404.62,131256.51,107080.38,23444.45,561293.8099999999,9574.6,82757.88,468961.32999999996,1237306.4171154127,428965.68223592127
2021-02-01,SummonStorm BR,Marketing,Revenue,Idle Bureaucracy,EUR,1490682.32,572642.53,918039.79,157257.91,100314.12,65342.14,19652.11,595125.62,12669.96,87368.35,495087.31000000006,1520413.8476043653,327003.8722332142
2021-02-01,SummonStorm BR,LiveOps,Revenue,Petty Kingdoms,EUR,1637305.98,487021.69,1150284.29,228479.81,77969.91,103433.25,18173.32,740401.32,8201.9,109829.91,622369.5099999999,1680837.22011922,413217.9646421711
2021-02-01,SummonStorm BR,BI & Analytics,Revenue,Petty Kingdoms,EUR,1730462.16,522549.05,1207913.1099999999,185384.91,100475.02,80036.92,20281.68,842016.2599999998,8463.56,125032.9,708519.7999999997,1757676.77843213,370465.67872089945
2021-02-01,SummonStorm BR,Infrastructure,Revenue,Summon Siege,EUR,1586198.67,325161.74,1261036.93,141171.7,110955.08,84983.57,15532.53,923926.5800000001,7556.22,137455.55,778914.81,1597242.9405877644,341290.96144281095
2021-03-01,Tapstorm SG,R&D,Revenue,Idle Bureaucracy,EUR,1364996.14,477958.76,887037.3799999999,211428.73,129750.42,71075.15,23770.42,474783.07999999984,6645.18,70220.68,397917.21999999986,1412589.7787661736,416990.95408175123
2021-03-01,Tapstorm SG,Human Resources,Revenue,Summon Siege,EUR,1700596.44,362623.34,1337973.0999999999,218346.37,124135.34,65945.44,13976.53,929545.95,11516.21,137704.46,780325.28,1683291.9547960004,413720.917870516
2021-03-01,Tapstorm SG,Marketing,Revenue,Idle Bureaucracy,EUR,1973435.42,520019.85,1453415.5699999998,204636.24,129940.25,90668.02,15186.56,1028171.0599999998,7057.04,153167.1,867946.9199999998,2159933.0557886143,431558.5801887947
2021-03-01,Tapstorm SG,LiveOps,Revenue,Summon Siege,EUR,1941801.2,772879.15,1168922.0499999998,152792.01,81618.89,77828.14,16003.26,856683.0099999998,7539.47,127371.53,721772.0099999998,2087797.0155706787,315361.97263035894
2021-03-01,Tapstorm SG,BI & Analytics,Revenue,Summon Siege,EUR,1692143.94,359346.55,1332797.39,175237.42,87137.97,85967.84,19724.01,984454.16,11454.64,145949.93,827049.5900000001,1734832.829611154,353062.885762757
2021-03-01,Tapstorm SG,Infrastructure,Revenue,Petty Kingdoms,EUR,1010858.03,335991.75,674866.28,200618.73,144480.21,97303.97,20833.31,232463.37000000008,11698.26,33114.77,187650.34000000008,968746.5217154549,448451.43043001957
2021-03-01,TapForge CN,R&D,Revenue,Idle Bureaucracy,EUR,1215325.04,340875.89,874449.15,223684.08,111895.2,91878.53,14477.94,446991.3400000001,12771.91,65132.91,369086.52000000014,1189306.72345084,431664.3434379039
