Date,Entity,Flow Type,Account Group,Local Currency Flow,FX Rate,EUR Flow
2020-12-01,WhaleCare PH,Investing,CapEx,9479.02,1.224,11602.32
2020-12-01,WhaleCare PH,Investing,Purchase of Intangibles,-29926.76,0.9203,-27541.6
2020-12-01,WhaleCare PH,Financing,Equity Issuance,33451.48,1.2272,41051.66
2020-12-01,WhaleCare PH,Financing,Loan Repayment,-6630.92,1.2457,-8260.14
2020-12-01,SummonStorm BR,Operating,Net Income,21766.32,1.0487,22826.34
2020-12-01,SummonStorm BR,Operating,Depreciation,-21309.76,0.8345,-17782.99
2020-12-01,SummonStorm BR,Operating,Change in Working Capital,25508.87,1.1921,30409.12
2020-12-01,SummonStorm BR,Investing,CapEx,33659.48,1.2481,42010.4
2020-12-01,SummonStorm BR,Investing,Purchase of Intangibles,34817.61,1.2021,41854.25
2020-12-01,SummonStorm BR,Financing,Equity Issuance,-23802.11,0.9479,-22562.02
2020-12-01,SummonStorm BR,Financing,Loan Repayment,-36470.41,0.9693,-35350.77
2021-01-01,Tapstorm SG,Operating,Net Income,8470.39,0.9101,7708.9
2021-01-01,Tapstorm SG,Operating,Depreciation,28136.59,0.8963,25218.83
2021-01-01,Tapstorm SG,Operating,Change in Working Capital,-830.84,1.0078,-837.32
2021-01-01,Tapstorm SG,Investing,CapEx,-19023.91,1.2164,-23140.68
2021-01-01,Tapstorm SG,Investing,Purchase of Intangibles,30780.84,1.071,32966.28
2021-01-01,Tapstorm SG,Financing,Equity Issuance,-33569.73,0.8408,-28225.43
2021-01-01,Tapstorm SG,Financing,Loan Repayment,-28526.51,1.1699,-33373.16
2021-01-01,TapForge CN,Operating,Net Income,43888.73,0.9332,40956.96
2021-01-01,TapForge CN,Operating,Depreciation,-26302.76,0.8286,-21794.47
2021-01-01,TapForge CN,Operating,Change in Working Capital,-4547.07,0.944,-4292.43
2021-01-01,TapForge CN,Investing,CapEx,-2284.31,0.8148,-1861.26
2021-01-01,TapForge CN,Investing,Purchase of Intangibles,13095.16,1.2729,16668.83
2021-01-01,TapForge CN,Financing,Equity Issuance,13019.04,0.8079,10518.08
2021-01-01,TapForge CN,Financing,Loan Repayment,25450.53,1.1046,28112.66
2021-01-01,WhaleCare PH,Operating,Net Income,18383.76,1.0393,19106.24
2021-01-01,WhaleCare PH,Operating,Depreciation,13578.53,0.9375,12729.87
2021-01-01,WhaleCare PH,Operating,Change in Working Capital,18006.29,0.9232,16623.41
2021-01-01,WhaleCare PH,Investing,CapEx,20943.53,1.101,23058.83
2021-01-01,WhaleCare PH,Investing,Purchase of Intangibles,-14970.6,1.1664,-17461.71
2021-01-01,WhaleCare PH,Financing,Equity Issuance,25467.33,1.2158,30963.18
2021-01-01,WhaleCare PH,Financing,Loan Repayment,36368.93,0.9501,34554.12
2021-01-01,SummonStorm BR,Operating,Net Income,17215.23,0.8246,14195.68
2021-01-01,SummonStorm BR,Operating,Depreciation,-25994.53,1.2171,-31637.94
2021-01-01,SummonStorm BR,Operating,Change in Working Capital,-49837.17,0.8827,-43991.27
2021-01-01,SummonStorm BR,Investing,CapEx,27940.89,1.2636,35306.11
2021-01-01,SummonStorm BR,Investing,Purchase of Intangibles,38084.59,0.9963,37943.68
2021-01-01,SummonStorm BR,Financing,Equity Issuance,-19329.2,1.0595,-20479.29
2021-01-01,SummonStorm BR,Financing,Loan Repayment,-39028.4,1.1924,-46537.46
2021-02-01,Tapstorm SG,Operating,Net Income,15356.17,0.8974,13780.63
2021-02-01,Tapstorm SG,Operating,Depreciation,-32219.64,0.9836,-31691.24
2021-02-01,Tapstorm SG,Operating,Change in Working Capital,37926.47,0.9942,37706.5
2021-02-01,Tapstorm SG,Investing,CapEx,-43505.62,1.2717,-55326.1
2021-02-01,Tapstorm SG,Investing,Purchase of Intangibles,-26507.62,0.9067,-24034.46
2021-02-01,Tapstorm SG,Financing,Equity Issuance,-21760.35,1.043,-22696.05
2021-02-01,Tapstorm SG,Financing,Loan Repayment,8405.58,0.9225,7754.15
2021-02-01,TapForge CN,Operating,Net Income,24117.64,0.8365,20174.41
2021-02-01,TapForge CN,Operating,Depreciation,34650.58,0.8632,29910.38
2021-02-01,TapForge CN,Operating,Change in Working Capital,33376.22,0.9241,30842.96
2021-02-01,TapForge CN,Investing,CapEx,-24766.29,1.049,-25979.84
2021-02-01,TapForge CN,Investing,Purchase of Intangibles,-29447.26,0.8731,-25710.4
2021-02-01,TapForge CN,Financing,Equity Issuance,45051.93,0.9822,44250.01
2021-02-01,TapForge CN,Financing,Loan Repayment,33173.95,0.9659,32042.72
2021-02-01,WhaleCare PH,Operating,Net Income,-22191.44,1.2787,-28376.19
2021-02-01,WhaleCare PH,Operating,Depreciation,-24967.35,0.8151,-20350.89
2021-02-01,WhaleCare PH,Operating,Change in Working Capital,33107.42,1.1957,39586.54
2021-02-01,WhaleCare PH,Investing,CapEx,32132.63,1.092,35088.83
2021-02-01,WhaleCare PH,Investing,Purchase of Intangibles,52085.49,1.2371,64434.96
2021-02-01,WhaleCare PH,Financing,Equity Issuance,44808.16,1.0051,45036.68
2021-02-01,WhaleCare PH,Financing,Loan Repayment,-12699.26,1.1572,-14695.58
2021-02-01,SummonStorm BR,Operating,Net Income,-17195.88,1.0978,-18877.64
2021-02-01,SummonStorm BR,Operating,Depreciation,-40339.27,0.8643,-34865.23
2021-02-01,SummonStorm BR,Operating,Change in Working Capital,15678.69,1.2759,20004.44
2021-02-01,SummonStorm BR,Investing,CapEx,-27022.28,1.1774,-31816.03
2021-02-01,SummonStorm BR,Investing,Purchase of Intangibles,44493.5,0.9127,40609.22
2021-02-01,SummonStorm BR,Financing,Equity Issuance,-28745.11,0.8219,-23625.61
2021-02-01,SummonStorm BR,Financing,Loan Repayment,36794.99,0.9965,36666.21
2021-03-01,Tapstorm SG,Operating,Net Income,-27656.77,1.178,-32579.68
2021-03-01,Tapstorm SG,Operating,Depreciation,24148.07,0.8445,20393.05
2021-03-01,Tapstorm SG,Operating,Change in Working Capital,-2905.23,1.0993,-3193.72
2021-03-01,Tapstorm SG,Investing,CapEx,-28083.99,1.041,-29235.43
2021-03-01,Tapstorm SG,Investing,Purchase of Intangibles,18639.62,0.8431,15715.06
2021-03-01,Tapstorm SG,Financing,Equity Issuance,41113.45,0.986,40537.86
2021-03-01,Tapstorm SG,Financing,Loan Repayment,-5304.63,1.0737,-5695.58
2021-03-01,TapForge CN,Operating,Net Income,-18910.64,1.0349,-19570.62
2021-03-01,TapForge CN,Operating,Depreciation,-41663.14,1.2897,-53732.95
2021-03-01,TapForge CN,Operating,Change in Working Capital,-48473.64,1.2723,-61673.01
2021-03-01,TapForge CN,Investing,CapEx,38832.96,0.8764,34033.21
2021-03-01,TapForge CN,Investing,Purchase of Intangibles,33031.87,1.0606,35033.6
2021-03-01,TapForge CN,Financing,Equity Issuance,4310.89,0.81,3491.82
2021-03-01,TapForge CN,Financing,Loan Repayment,-12286.64,1.0401,-12779.33
2021-03-01,WhaleCare PH,Operating,Net Income,-36146.56,1.2956,-46831.48
2021-03-01,WhaleCare PH,Operating,Depreciation,-9523.07,1.0373,-9878.28
2021-03-01,WhaleCare PH,Operating,Change in Working Capital,22184.95,1.2297,27280.83
2021-03-01,WhaleCare PH,Investing,CapEx,-21263.76,1.1404,-24249.19
2021-03-01,WhaleCare PH,Investing,Purchase of Intangibles,-30032.51,1.2421,-37303.38
2021-03-01,WhaleCare PH,Financing,Equity Issuance,-33045.73,1.0819,-35752.18
2021-03-01,WhaleCare PH,Financing,Loan Repayment,5464.88,0.9432,5154.47
2021-03-01,SummonStorm BR,Operating,Net Income,-28418.72,1.2843,-36498.16
2021-03-01,SummonStorm BR,Operating,Depreciation,-16832.93,0.9072,-15270.83
2021-03-01,SummonStorm BR,Operating,Change in Working Capital,31673.77,1.1897,37682.28
2021-03-01,SummonStorm BR,Investing,CapEx,-3649.01,1.0303,-3759.58
2021-03-01,SummonStorm BR,Investing,Purchase of Intangibles,37190.27,0.9879,36740.27
2021-03-01,SummonStorm BR,Financing,Equity Issuance,-16430.61,0.8403,-13806.64
2021-03-01,SummonStorm BR,Financing,Loan Repayment,20356.63,1.1278,22958.21
2021-04-01,Tapstorm SG,Operating,Net Income,-44568.91,0.809,-36056.25
2021-04-01,Tapstorm SG,Operating,Depreciation,23362.98,1.1381,26589.41
2021-04-01,Tapstorm SG,Operating,Change in Working Capital,36855.16,1.1634,42877.29
2021-04-01,Tapstorm SG,Investing,CapEx,-24706.69,1.0954,-27063.71
2021-04-01,Tapstorm SG,Investing,Purchase of Intangibles,-44979.7,0.9891,-44489.42
2021-04-01,Tapstorm SG,Financing,Equity Issuance,-29077.92,0.9341,-27161.69
2021-04-01,Tapstorm SG,Financing,Loan Repayment,31201.26,1.123,35039.01
2021-04-01,TapForge CN,Operating,Net Income,27161.59,1.1856,32202.78
2021-04-01,TapForge CN,Operating,Depreciation,-21446.23,1.1519,-24703.91
2021-04-01,TapForge CN,Operating,Change in Working Capital,35501.24,1.281,45477.09
2021-04-01,TapForge CN,Investing,CapEx,16032.1,1.2384,19854.15
2021-04-01,TapForge CN,Investing,Purchase of Intangibles,-33742.9,0.8766,-29579.03
2021-04-01,TapForge CN,Financing,Equity Issuance,36533.63,0.8584,31360.47
2021-04-01,TapForge CN,Financing,Loan Repayment,31441.04,1.1146,35044.18
2021-04-01,WhaleCare PH,Operating,Net Income,-13699.04,1.1032,-15112.78
2021-04-01,WhaleCare PH,Operating,Depreciation,-30370.09,1.1371,-34533.83
2021-04-01,WhaleCare PH,Operating,Change in Working Capital,-37581.24,0.9272,-34845.33
2021-04-01,WhaleCare PH,Investing,CapEx,-9795.95,0.8863,-8682.15
2021-04-01,WhaleCare PH,Investing,Purchase of Intangibles,-6693.78,1.2087,-8090.77
2021-04-01,WhaleCare PH,Financing,Equity Issuance,35145.69,0.8696,30562.69
2021-04-01,WhaleCare PH,Financing,Loan Repayment,-17240.77,1.1395,-19645.86
2021-04-01,SummonStorm BR,Operating,Net Income,-33957.71,1.0008,-33984.88
2021-04-01,SummonStorm BR,Operating,Depreciation,45533.82,1.151,52409.43
2021-04-01,SummonStorm BR,Operating,Change in Working Capital,-7339.18,0.9807,-7197.53
2021-04-01,SummonStorm BR,Investing,CapEx,-6292.14,1.0327,-6497.89
2021-04-01,SummonStorm BR,Investing,Purchase of Intangibles,34629.29,0.9415,32603.48
2021-04-01,SummonStorm BR,Financing,Equity Issuance,40749.17,0.8276,33724.01
2021-04-01,SummonStorm BR,Financing,Loan Repayment,-45572.23,0.8442,-38472.08
2021-05-01,Tapstorm SG,Operating,Net Income,34679.51,1.0112,35067.92
2021-05-01,Tapstorm SG,Operating,Depreciation,-23390.03,0.9545,-22325.78
2021-05-01,Tapstorm SG,Operating,Change in Working Capital,-26150.57,0.8531,-22309.05
2021-05-01,Tapstorm SG,Investing,CapEx,-29035.21,0.938,-27235.03
2021-05-01,Tapstorm SG,Investing,Purchase of Intangibles,45203.92,1.1234,50782.08
2021-05-01,Tapstorm SG,Financing,Equity Issuance,28515.78,0.827,23582.55
2021-05-01,Tapstorm SG,Financing,Loan Repayment,-16723.33,1.248,-20870.72
2021-05-01,TapForge CN,Operating,Net Income,-27676.74,1.287,-35619.96
2021-05-01,TapForge CN,Operating,Depreciation,6247.95,1.1416,7132.66
2021-05-01,TapForge CN,Operating,Change in Working Capital,18335.56,1.2204,22376.72
2021-05-01,TapForge CN,Investing,CapEx,-21308.7,1.1608,-24735.14
2021-05-01,TapForge CN,Investing,Purchase of Intangibles,-20323.44,1.1823,-24028.4
2021-05-01,TapForge CN,Financing,Equity Issuance,-5960.4,0.8514,-5074.68
2021-05-01,TapForge CN,Financing,Loan Repayment,-10758.75,1.2787,-13757.21
2021-05-01,WhaleCare PH,Operating,Net Income,24762.14,0.8044,19918.67
2021-05-01,WhaleCare PH,Operating,Depreciation,35061.8,0.9208,32284.91
2021-05-01,WhaleCare PH,Operating,Change in Working Capital,-19987.97,1.1944,-23873.63
2021-05-01,WhaleCare PH,Investing,CapEx,-25902.6,0.9413,-24382.12
2021-05-01,WhaleCare PH,Investing,Purchase of Intangibles,35528.41,1.1088,39393.9
2021-05-01,WhaleCare PH,Financing,Equity Issuance,57048.45,1.0671,60876.4
2021-05-01,WhaleCare PH,Financing,Loan Repayment,-21205.64,1.193,-25298.33
2021-05-01,SummonStorm BR,Operating,Net Income,-14901.36,0.8496,-12660.2
2021-05-01,SummonStorm BR,Operating,Depreciation,-34480.88,1.1863,-40904.67
2021-05-01,SummonStorm BR,Operating,Change in Working Capital,35222.77,0.9243,32556.41
2021-05-01,SummonStorm BR,Investing,CapEx,-9305.26,1.1179,-10402.35
2021-05-01,SummonStorm BR,Investing,Purchase of Intangibles,-11574.4,0.9284,-10745.67
2021-05-01,SummonStorm BR,Financing,Equity Issuance,8561.39,0.9988,8551.12
2021-05-01,SummonStorm BR,Financing,Loan Repayment,-16404.86,1.1311,-18555.54
2021-06-01,Tapstorm SG,Operating,Net Income,35360.46,1.0777,38107.97
2021-06-01,Tapstorm SG,Operating,Depreciation,-29285.34,1.1508,-33701.57
2021-06-01,Tapstorm SG,Operating,Change in Working Capital,27022.44,0.932,25184.91
2021-06-01,Tapstorm SG,Investing,CapEx,-13219.49,0.9414,-12444.83
2021-06-01,Tapstorm SG,Investing,Purchase of Intangibles,12281.77,1.0339,12698.12
2021-06-01,Tapstorm SG,Financing,Equity Issuance,25891.23,1.2493,32345.91
2021-06-01,Tapstorm SG,Financing,Loan Repayment,24417.29,0.845,20632.61
2021-06-01,TapForge CN,Operating,Net Income,30873.61,1.123,34671.06
2021-06-01,TapForge CN,Operating,Depreciation,-41652.43,1.0921,-45488.62
2021-06-01,TapForge CN,Operating,Change in Working Capital,11333.49,0.8029,9099.66
2021-06-01,TapForge CN,Investing,CapEx,-23208.0,0.8741,-20286.11
2021-06-01,TapForge CN,Investing,Purchase of Intangibles,26360.2,1.048,27625.49
2021-06-01,TapForge CN,Financing,Equity Issuance,-27320.84,1.0986,-30014.67
2021-06-01,TapForge CN,Financing,Loan Repayment,-25890.41,1.2684,-32839.4
2021-06-01,WhaleCare PH,Operating,Net Income,24560.03,1.2602,30950.55
2021-06-01,WhaleCare PH,Operating,Depreciation,27273.91,1.1984,32685.05
2021-06-01,WhaleCare PH,Operating,Change in Working Capital,-31203.56,1.0882,-33955.71
2021-06-01,WhaleCare PH,Investing,CapEx,16529.26,0.8519,14081.28
2021-06-01,WhaleCare PH,Investing,Purchase of Intangibles,-30635.17,0.9139,-27997.48
2021-06-01,WhaleCare PH,Financing,Equity Issuance,31176.4,0.869,27092.29
2021-06-01,WhaleCare PH,Financing,Loan Repayment,27819.95,0.9688,26951.97
2021-06-01,SummonStorm BR,Operating,Net Income,43915.56,0.9066,39813.85
2021-06-01,SummonStorm BR,Operating,Depreciation,-27595.56,1.0649,-29386.51
2021-06-01,SummonStorm BR,Operating,Change in Working Capital,-29376.75,1.2334,-36233.28
2021-06-01,SummonStorm BR,Investing,CapEx,13273.06,1.2302,16328.52
2021-06-01,SummonStorm BR,Investing,Purchase of Intangibles,37479.49,1.0563,39589.59
2021-06-01,SummonStorm BR,Financing,Equity Issuance,47978.51,0.8063,38685.07
2021-06-01,SummonStorm BR,Financing,Loan Repayment,26875.88,1.2336,33154.09
2021-07-01,Tapstorm SG,Operating,Net Income,227.09,1.1546,262.2
2021-07-01,Tapstorm SG,Operating,Depreciation,37901.02,1.1548,43768.1
2021-07-01,Tapstorm SG,Operating,Change in Working Capital,41432.06,1.0789,44701.05
2021-07-01,Tapstorm SG,Investing,CapEx,-27598.23,1.0867,-29991.0
2021-07-01,Tapstorm SG,Investing,Purchase of Intangibles,-18780.57,0.8463,-15894.0
2021-07-01,Tapstorm SG,Financing,Equity Issuance,40282.7,0.8464,34095.28
2021-07-01,Tapstorm SG,Financing,Loan Repayment,-39374.38,1.24,-48824.23
2021-07-01,TapForge CN,Operating,Net Income,-28019.57,1.0415,-29182.38
2021-07-01,TapForge CN,Operating,Depreciation,38674.34,1.1375,43992.06
2021-07-01,TapForge CN,Operating,Change in Working Capital,16298.49,1.0608,17289.44
2021-07-01,TapForge CN,Investing,CapEx,-40507.0,1.2655,-51261.61
2021-07-01,TapForge CN,Investing,Purchase of Intangibles,28283.36,1.2951,36629.78
2021-07-01,TapForge CN,Financing,Equity Issuance,21339.62,0.8873,18934.64
2021-07-01,TapForge CN,Financing,Loan Repayment,-26385.29,0.869,-22928.82
2021-07-01,WhaleCare PH,Operating,Net Income,34695.51,1.2956,44951.5
2021-07-01,WhaleCare PH,Operating,Depreciation,28702.41,1.0486,30097.35
2021-07-01,WhaleCare PH,Operating,Change in Working Capital,47029.96,0.8674,40793.79
2021-07-01,WhaleCare PH,Investing,CapEx,-39561.97,1.1519,-45571.43
2021-07-01,WhaleCare PH,Investing,Purchase of Intangibles,10940.71,0.9645,10552.31
2021-07-01,WhaleCare PH,Financing,Equity Issuance,-36091.96,0.8932,-32237.34
2021-07-01,WhaleCare PH,Financing,Loan Repayment,37074.29,1.0664,39536.02
2021-07-01,SummonStorm BR,Operating,Net Income,-32382.63,1.291,-41805.98
2021-07-01,SummonStorm BR,Operating,Depreciation,13596.83,1.0293,13995.22
2021-07-01,SummonStorm BR,Operating,Change in Working Capital,38430.35,1.2438,47799.67
2021-07-01,SummonStorm BR,Investing,CapEx,28124.63,1.0771,30293.04
2021-07-01,SummonStorm BR,Investing,Purchase of Intangibles,12865.1,0.9555,12292.6
2021-07-01,SummonStorm BR,Financing,Equity Issuance,29280.34,1.2381,36251.99
2021-07-01,SummonStorm BR,Financing,Loan Repayment,-38583.64,0.9984,-38521.91
2021-08-01,Tapstorm SG,Operating,Net Income,14890.04,0.8625,12842.66
2021-08-01,Tapstorm SG,Operating,Depreciation,14894.6,0.8173,12173.36
2021-08-01,Tapstorm SG,Operating,Change in Working Capital,-33745.18,0.825,-27839.77
2021-08-01,Tapstorm SG,Investing,CapEx,-29404.81,1.0245,-30125.23
2021-08-01,Tapstorm SG,Investing,Purchase of Intangibles,34855.69,1.2257,42722.62
2021-08-01,Tapstorm SG,Financing,Equity Issuance,-25852.11,1.2665,-32741.7
2021-08-01,Tapstorm SG,Financing,Loan Repayment,55106.51,1.2255,67533.03
2021-08-01,TapForge CN,Operating,Net Income,20781.76,0.8364,17381.86
2021-08-01,TapForge CN,Operating,Depreciation,-33029.59,0.8829,-29161.83
2021-08-01,TapForge CN,Operating,Change in Working Capital,19531.41,1.0749,20994.31
2021-08-01,TapForge CN,Investing,CapEx,8196.43,0.8856,7258.76
2021-08-01,TapForge CN,Investing,Purchase of Intangibles,23531.01,0.8625,20295.5
2021-08-01,TapForge CN,Financing,Equity Issuance,21685.58,0.8777,19033.43
2021-08-01,TapForge CN,Financing,Loan Repayment,-46442.09,0.8733,-40557.88
2021-08-01,WhaleCare PH,Operating,Net Income,-30288.27,1.199,-36315.64
2021-08-01,WhaleCare PH,Operating,Depreciation,-15783.96,1.2405,-19580.0
2021-08-01,WhaleCare PH,Operating,Change in Working Capital,25787.09,0.8173,21075.79
2021-08-01,WhaleCare PH,Investing,CapEx,14238.08,1.2758,18164.94
2021-08-01,WhaleCare PH,Investing,Purchase of Intangibles,-22094.63,0.8051,-17788.39
2021-08-01,WhaleCare PH,Financing,Equity Issuance,-37537.73,0.975,-36599.29
2021-08-01,WhaleCare PH,Financing,Loan Repayment,30764.16,1.1933,36710.87
2021-08-01,SummonStorm BR,Operating,Net Income,5268.64,0.8717,4592.67
2021-08-01,SummonStorm BR,Operating,Depreciation,15557.52,0.9743,15157.69
2021-08-01,SummonStorm BR,Operating,Change in Working Capital,15086.96,1.1936,18007.8
2021-08-01,SummonStorm BR,Investing,CapEx,-16780.11,1.176,-19733.41
2021-08-01,SummonStorm BR,Investing,Purchase of Intangibles,28562.28,0.9593,27399.8
2021-08-01,SummonStorm BR,Financing,Equity Issuance,-37570.64,1.1343,-42616.38
2021-08-01,SummonStorm BR,Financing,Loan Repayment,-20975.11,0.9202,-19301.3
2021-09-01,Tapstorm SG,Operating,Net Income,-17464.77,1.0255,-17910.12
2021-09-01,Tapstorm SG,Operating,Depreciation,35038.73,1.1063,38763.35
2021-09-01,Tapstorm SG,Operating,Change in Working Capital,28767.63,1.1826,34020.6
2021-09-01,Tapstorm SG,Investing,CapEx,-18750.51,1.0717,-20094.92
2021-09-01,Tapstorm SG,Investing,Purchase of Intangibles,-20342.99,1.1005,-22387.46
2021-09-01,Tapstorm SG,Financing,Equity Issuance,-21518.05,1.0318,-22202.32
2021-09-01,Tapstorm SG,Financing,Loan Repayment,38332.38,1.0646,40808.65
2021-09-01,TapForge CN,Operating,Net Income,-30300.97,1.011,-30634.28
2021-09-01,TapForge CN,Operating,Depreciation,-47019.9,0.9941,-46742.48
2021-09-01,TapForge CN,Operating,Change in Working Capital,31580.49,0.8701,27478.18
2021-09-01,TapForge CN,Investing,CapEx,14367.27,0.9446,13571.32
2021-09-01,TapForge CN,Investing,Purchase of Intangibles,-4994.5,0.8332,-4161.42
2021-09-01,TapForge CN,Financing,Equity Issuance,-17533.04,0.9215,-16156.7
2021-09-01,TapForge CN,Financing,Loan Repayment,-5426.48,0.9041,-4906.08
2021-09-01,WhaleCare PH,Operating,Net Income,15665.93,0.9214,14434.59
2021-09-01,WhaleCare PH,Operating,Depreciation,-25237.93,1.0178,-25687.17
2021-09-01,WhaleCare PH,Operating,Change in Working Capital,-9404.53,0.9796,-9212.68
2021-09-01,WhaleCare PH,Investing,CapEx,-34441.46,1.1434,-39380.37
2021-09-01,WhaleCare PH,Investing,Purchase of Intangibles,-18925.98,0.9538,-18051.6
2021-09-01,WhaleCare PH,Financing,Equity Issuance,-34604.99,1.1148,-38577.64
2021-09-01,WhaleCare PH,Financing,Loan Repayment,13659.0,1.0012,13675.39
2021-09-01,SummonStorm BR,Operating,Net Income,33687.42,1.243,41873.46
2021-09-01,SummonStorm BR,Operating,Depreciation,-18942.48,0.9747,-18463.24
2021-09-01,SummonStorm BR,Operating,Change in Working Capital,-22162.66,1.2028,-26657.25
2021-09-01,SummonStorm BR,Investing,CapEx,-17377.72,0.9052,-15730.31
2021-09-01,SummonStorm BR,Investing,Purchase of Intangibles,-23194.94,1.2353,-28652.71
2021-09-01,SummonStorm BR,Financing,Equity Issuance,-31911.54,1.2958,-41350.97
2021-09-01,SummonStorm BR,Financing,Loan Repayment,-8460.32,1.103,-9331.73
2021-10-01,Tapstorm SG,Operating,Net Income,-51662.15,1.2137,-62702.35
2021-10-01,Tapstorm SG,Operating,Depreciation,-51796.88,0.8861,-45897.22
2021-10-01,Tapstorm SG,Operating,Change in Working Capital,18995.85,0.9316,17696.53
2021-10-01,Tapstorm SG,Investing,CapEx,-36957.29,0.9672,-35745.09
2021-10-01,Tapstorm SG,Investing,Purchase of Intangibles,10649.16,1.1025,11740.7
2021-10-01,Tapstorm SG,Financing,Equity Issuance,5326.48,1.1908,6342.77
2021-10-01,Tapstorm SG,Financing,Loan Repayment,-48194.94,0.8545,-41182.58
2021-10-01,TapForge CN,Operating,Net Income,34524.87,1.2895,44519.82
2021-10-01,TapForge CN,Operating,Depreciation,-26882.2,1.2851,-34546.32
2021-10-01,TapForge CN,Operating,Change in Working Capital,34052.93,0.8743,29772.48
2021-10-01,TapForge CN,Investing,CapEx,-17016.97,1.2839,-21848.09
2021-10-01,TapForge CN,Investing,Purchase of Intangibles,-26284.55,1.1964,-31446.84
2021-10-01,TapForge CN,Financing,Equity Issuance,27921.39,0.9708,27106.09
2021-10-01,TapForge CN,Financing,Loan Repayment,7710.22,1.263,9738.01
2021-10-01,WhaleCare PH,Operating,Net Income,38890.32,1.0693,41585.42
2021-10-01,WhaleCare PH,Operating,Depreciation,19654.82,1.1867,23324.37
2021-10-01,WhaleCare PH,Operating,Change in Working Capital,-10949.2,0.8878,-9720.7
2021-10-01,WhaleCare PH,Investing,CapEx,-45303.24,0.9239,-41855.66
2021-10-01,WhaleCare PH,Investing,Purchase of Intangibles,39865.4,0.9182,36604.41
2021-10-01,WhaleCare PH,Financing,Equity Issuance,22527.76,0.9442,21270.71
2021-10-01,WhaleCare PH,Financing,Loan Repayment,10009.59,1.2481,12492.97
2021-10-01,SummonStorm BR,Operating,Net Income,-31419.12,1.0278,-32292.57
2021-10-01,SummonStorm BR,Operating,Depreciation,-25931.67,0.8998,-23333.32
2021-10-01,SummonStorm BR,Operating,Change in Working Capital,51404.4,1.1473,58976.27
2021-10-01,SummonStorm BR,Investing,CapEx,41191.03,1.2045,49614.6
2021-10-01,SummonStorm BR,Investing,Purchase of Intangibles,19611.88,0.9273,18186.1
2021-10-01,SummonStorm BR,Financing,Equity Issuance,42621.18,0.8187,34893.96
2021-10-01,SummonStorm BR,Financing,Loan Repayment,-41346.22,1.0725,-44343.82
2021-11-01,Tapstorm SG,Operating,Net Income,4118.49,0.9985,4112.31
2021-11-01,Tapstorm SG,Operating,Depreciation,-32127.7,0.8252,-26511.78
2021-11-01,Tapstorm SG,Operating,Change in Working Capital,39677.33,1.1033,43776.0
2021-11-01,Tapstorm SG,Investing,CapEx,20207.98,0.8706,17593.07
2021-11-01,Tapstorm SG,Investing,Purchase of Intangibles,-10297.45,1.2032,-12389.89
2021-11-01,Tapstorm SG,Financing,Equity Issuance,-61248.91,1.2991,-79568.46
2021-11-01,Tapstorm SG,Financing,Loan Repayment,-44230.66,1.0747,-47534.69
2021-11-01,TapForge CN,Operating,Net Income,-28526.42,1.0556,-30112.49
2021-11-01,TapForge CN,Operating,Depreciation,-235.95,1.0925,-257.78
2021-11-01,TapForge CN,Operating,Change in Working Capital,20534.16,0.8688,17840.08
2021-11-01,TapForge CN,Investing,CapEx,49119.47,1.2369,60755.87
2021-11-01,TapForge CN,Investing,Purchase of Intangibles,-41631.48,0.9137,-38038.68
2021-11-01,TapForge CN,Financing,Equity Issuance,-22316.94,0.9367,-20904.28
2021-11-01,TapForge CN,Financing,Loan Repayment,-19523.73,1.2712,-24818.57
2021-11-01,WhaleCare PH,Operating,Net Income,43126.34,0.9347,40310.19
2021-11-01,WhaleCare PH,Operating,Depreciation,-22697.55,1.0905,-24751.68
2021-11-01,WhaleCare PH,Operating,Change in Working Capital,-24135.01,1.006,-24279.82
2021-11-01,WhaleCare PH,Investing,CapEx,-30822.05,0.9193,-28334.71
2021-11-01,WhaleCare PH,Investing,Purchase of Intangibles,-32731.52,0.8892,-29104.87
2021-11-01,WhaleCare PH,Financing,Equity Issuance,12441.5,1.0457,13010.08
2021-11-01,WhaleCare PH,Financing,Loan Repayment,-33078.73,0.867,-28679.26
2021-11-01,SummonStorm BR,Operating,Net Income,-13682.8,1.2796,-17508.51
2021-11-01,SummonStorm BR,Operating,Depreciation,41247.32,0.9225,38050.65
2021-11-01,SummonStorm BR,Operating,Change in Working Capital,21603.86,0.9403,20314.11
2021-11-01,SummonStorm BR,Investing,CapEx,-29165.46,1.0149,-29600.03
2021-11-01,SummonStorm BR,Investing,Purchase of Intangibles,-8811.59,1.184,-10432.92
2021-11-01,SummonStorm BR,Financing,Equity Issuance,35733.68,1.0869,38838.94
2021-11-01,SummonStorm BR,Financing,Loan Repayment,37402.25,1.1344,42429.11
2021-12-01,Tapstorm SG,Operating,Net Income,19448.73,0.8379,16296.09
2021-12-01,Tapstorm SG,Operating,Depreciation,9204.61,1.1263,10367.15
2021-12-01,Tapstorm SG,Operating,Change in Working Capital,8825.83,0.8259,7289.25
2021-12-01,Tapstorm SG,Investing,CapEx,-25699.91,1.0073,-25887.52
2021-12-01,Tapstorm SG,Investing,Purchase of Intangibles,-12280.28,1.1551,-14184.95
2021-12-01,Tapstorm SG,Financing,Equity Issuance,24886.95,1.2167,30279.95
2021-12-01,Tapstorm SG,Financing,Loan Repayment,27080.21,0.886,23993.07
