Date,Invoice ID,Customer ID,Customer Name,Product ID,Product Name,Entity,Country,Channel,Currency,Units Sold,Unit Price,Discount %,Net Revenue,Returns,FX Rate
2020-07-01,INV000393,CUST0034,Customer_34,PRD003,Petty Kingdoms,TapForge CN,Philippines,App Store,EUR,1,16.14,0.05,15.333,0.0,1.1321
2020-07-01,INV000394,CUST0049,Customer_49,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,Web Portal,EUR,5,52.33,0.1,235.48499999999999,0.0,0.9214
2020-07-01,INV000395,CUST0003,Customer_3,PRD001,Summon Siege,TapForge CN,China,Web Portal,EUR,3,22.34,0.04,64.33919999999999,0.0,1.0315
2020-07-01,INV000396,CUST0019,Customer_19,PRD003,Petty Kingdoms,WhaleCare PH,Brazil,Web Portal,EUR,3,38.89,0.21,92.1693,0.0,1.1775
2020-07-01,INV000397,CUST0068,Customer_68,PRD002,Idle Bureaucracy,TapForge CN,Singapore,Web Portal,EUR,5,14.31,0.02,70.119,0.0,0.9061
2020-07-01,INV000398,CUST0058,Customer_58,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Google Play,EUR,2,86.66,0.05,164.654,0.0,1.0997
2020-07-01,INV000399,CUST0083,Customer_83,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Emulator,EUR,4,14.58,0.02,57.1536,0.0,0.8037
2020-07-01,INV000400,CUST0084,Customer_84,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Google Play,EUR,7,67.54,0.29,335.6738,0.0,1.1123
2020-07-01,INV000401,CUST0054,Customer_54,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,App Store,EUR,8,90.88,0.29,516.1984,0.0,1.1075
2020-07-01,INV000402,CUST0013,Customer_13,PRD001,Summon Siege,TapForge CN,Singapore,Google Play,EUR,9,10.01,0.01,89.1891,0.0,1.0397
2020-07-01,INV000403,CUST0097,Customer_97,PRD001,Summon Siege,Tapstorm SG,Philippines,App Store,EUR,6,32.39,0.26,143.8116,0.0,1.0452
2020-07-01,INV000404,CUST0090,Customer_90,PRD002,Idle Bureaucracy,TapForge CN,Singapore,App Store,EUR,7,76.85,0.27,392.70349999999996,0.0,0.9903
2020-07-01,INV000405,CUST0037,Customer_37,PRD001,Summon Siege,SummonStorm BR,Brazil,Emulator,EUR,1,24.96,0.1,22.464,0.0,1.2367
2020-07-01,INV000406,CUST0063,Customer_63,PRD001,Summon Siege,TapForge CN,China,Google Play,EUR,8,43.86,0.26,259.6512,0.0,1.2146
2020-07-01,INV000407,CUST0088,Customer_88,PRD003,Petty Kingdoms,WhaleCare PH,Brazil,Emulator,EUR,9,56.64,0.19,412.9056,0.0,0.845
2020-07-01,INV000408,CUST0079,Customer_79,PRD002,Idle Bureaucracy,WhaleCare PH,Philippines,Emulator,EUR,6,23.19,0.2,111.31200000000001,0.0,1.0149
2020-07-01,INV000409,CUST0093,Customer_93,PRD003,Petty Kingdoms,TapForge CN,Singapore,App Store,EUR,8,66.78,0.03,518.2128,0.0,0.8286
2020-07-01,INV000410,CUST0055,Customer_55,PRD001,Summon Siege,TapForge CN,Philippines,App Store,EUR,5,44.58,0.07,207.29699999999997,0.0,0.9629
2020-07-01,INV000411,CUST0097,Customer_97,PRD001,Summon Siege,TapForge CN,Philippines,Web Portal,EUR,6,95.71,0.28,413.4672,0.0,0.8737
2020-07-01,INV000412,CUST0034,Customer_34,PRD001,Summon Siege,SummonStorm BR,Philippines,Google Play,EUR,7,36.52,0.24,194.28640000000001,0.0,1.0232
2020-07-01,INV000413,CUST0011,Customer_11,PRD003,Petty Kingdoms,Tapstorm SG,China,Web Portal,EUR,9,82.62,0.21,587.4282000000001,0.0,1.1288
2020-07-01,INV000414,CUST0019,Customer_19,PRD001,Summon Siege,Tapstorm SG,Singapore,Emulator,EUR,4,28.11,0.01,111.3156,0.0,1.017
2020-07-01,INV000415,CUST0100,Customer_100,PRD003,Petty Kingdoms,TapForge CN,Brazil,Emulator,EUR,3,58.03,0.06,163.6446,0.0,1.2833
2020-07-01,INV000416,CUST0022,Customer_22,PRD003,Petty Kingdoms,SummonStorm BR,Brazil,Emulator,EUR,8,95.9,0.23,590.744,0.0,1.1107
2020-07-01,INV000417,CUST0029,Customer_29,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,App Store,EUR,9,69.53,0.01,619.5123,0.0,1.2712
2020-07-01,INV000418,CUST0077,Customer_77,PRD003,Petty Kingdoms,SummonStorm BR,Brazil,Web Portal,EUR,2,27.34,0.1,49.212,0.0,1.2395
2020-07-01,INV000419,CUST0086,Customer_86,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,App Store,EUR,7,86.81,0.16,510.44280000000003,0.0,1.0571
2020-07-01,INV000420,CUST0088,Customer_88,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Web Portal,EUR,6,92.09,0.14,475.1844,0.0,0.8131
2020-08-01,INV000421,CUST0012,Customer_12,PRD003,Petty Kingdoms,WhaleCare PH,Philippines,Web Portal,EUR,1,22.36,0.26,16.5464,0.0,1.2062
2020-08-01,INV000422,CUST0019,Customer_19,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,Web Portal,EUR,1,28.63,0.29,20.3273,0.0,1.2768
2020-08-01,INV000423,CUST0091,Customer_91,PRD001,Summon Siege,SummonStorm BR,Brazil,Web Portal,EUR,9,97.77,0.15,747.9404999999999,0.0,0.8827
2020-08-01,INV000424,CUST0014,Customer_14,PRD002,Idle Bureaucracy,WhaleCare PH,Philippines,Web Portal,EUR,7,34.33,0.26,177.8294,0.0,0.8916
2020-08-01,INV000425,CUST0084,Customer_84,PRD003,Petty Kingdoms,SummonStorm BR,Brazil,Web Portal,EUR,8,74.88,0.12,527.1551999999999,0.0,0.8983
2020-08-01,INV000426,CUST0032,Customer_32,PRD001,Summon Siege,SummonStorm BR,Singapore,App Store,EUR,4,39.89,0.2,127.648,0.0,0.8712
2020-08-01,INV000427,CUST0011,Customer_11,PRD001,Summon Siege,WhaleCare PH,China,Web Portal,EUR,4,52.06,0.23,160.34480000000002,0.0,0.9665
2020-08-01,INV000428,CUST0087,Customer_87,PRD001,Summon Siege,SummonStorm BR,Brazil,Emulator,EUR,2,48.53,0.05,92.20700000000001,0.0,1.2522
2020-08-01,INV000429,CUST0013,Customer_13,PRD002,Idle Bureaucracy,WhaleCare PH,Brazil,Web Portal,EUR,1,6.21,0.3,4.3469999999999995,0.0,0.9363
2020-08-01,INV000430,CUST0085,Customer_85,PRD003,Petty Kingdoms,WhaleCare PH,Singapore,App Store,EUR,6,84.09,0.2,403.632,320.5,1.0755
2020-08-01,INV000431,CUST0039,Customer_39,PRD001,Summon Siege,SummonStorm BR,Philippines,Emulator,EUR,1,52.48,0.03,50.9056,0.0,0.8994
2020-08-01,INV000432,CUST0073,Customer_73,PRD003,Petty Kingdoms,SummonStorm BR,China,Emulator,EUR,5,23.54,0.18,96.514,0.0,0.8746
2020-08-01,INV000433,CUST0049,Customer_49,PRD001,Summon Siege,WhaleCare PH,Brazil,Emulator,EUR,6,34.04,0.04,196.0704,0.0,1.1634
2020-08-01,INV000434,CUST0014,Customer_14,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,App Store,EUR,5,80.34,0.28,289.22400000000005,0.0,0.9052
2020-08-01,INV000435,CUST0027,Customer_27,PRD003,Petty Kingdoms,TapForge CN,Singapore,Google Play,EUR,9,80.91,0.28,524.2968,0.0,0.9002
2020-08-01,INV000436,CUST0098,Customer_98,PRD003,Petty Kingdoms,TapForge CN,Singapore,Web Portal,EUR,9,99.85,0.16,754.866,0.0,1.162
2020-08-01,INV000437,CUST0026,Customer_26,PRD001,Summon Siege,TapForge CN,Philippines,App Store,EUR,4,69.74,0.04,267.8016,0.0,1.0764
2020-08-01,INV000438,CUST0081,Customer_81,PRD001,Summon Siege,SummonStorm BR,Brazil,Web Portal,EUR,3,72.86,0.04,209.83679999999998,0.0,1.2173
2020-08-01,INV000439,CUST0082,Customer_82,PRD001,Summon Siege,WhaleCare PH,Singapore,Google Play,EUR,8,89.19,0.25,535.14,0.0,0.9261
2020-08-01,INV000440,CUST0079,Customer_79,PRD003,Petty Kingdoms,TapForge CN,Brazil,Google Play,EUR,6,88.49,0.24,403.51439999999997,0.0,1.2322
2020-08-01,INV000441,CUST0061,Customer_61,PRD001,Summon Siege,SummonStorm BR,Singapore,Web Portal,EUR,7,53.38,0.26,276.5084,0.0,1.2051
2020-08-01,INV000442,CUST0099,Customer_99,PRD002,Idle Bureaucracy,SummonStorm BR,Brazil,Google Play,EUR,5,25.72,0.02,126.02799999999999,0.0,0.8683
2020-08-01,INV000443,CUST0073,Customer_73,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,Emulator,EUR,3,92.54,0.27,202.6626,0.0,0.8005
2020-08-01,INV000444,CUST0008,Customer_8,PRD001,Summon Siege,SummonStorm BR,Philippines,Google Play,EUR,4,24.43,0.2,78.176,0.0,0.8363
2020-08-01,INV000445,CUST0031,Customer_31,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Google Play,EUR,7,26.05,0.08,167.762,0.0,1.0056
2020-08-01,INV000446,CUST0076,Customer_76,PRD003,Petty Kingdoms,SummonStorm BR,Brazil,Web Portal,EUR,6,6.52,0.26,28.9488,0.0,1.1083
2020-08-01,INV000447,CUST0055,Customer_55,PRD001,Summon Siege,WhaleCare PH,Philippines,Emulator,EUR,2,37.55,0.1,67.58999999999999,0.0,1.2629
2020-08-01,INV000448,CUST0096,Customer_96,PRD002,Idle Bureaucracy,TapForge CN,Philippines,Emulator,EUR,9,59.59,0.13,466.58970000000005,0.0,1.2675
2020-08-01,INV000449,CUST0023,Customer_23,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Google Play,EUR,1,21.95,0.16,18.438,0.0,1.1503
2020-08-01,INV000450,CUST0046,Customer_46,PRD002,Idle Bureaucracy,TapForge CN,China,Web Portal,EUR,3,13.51,0.27,29.5869,0.0,1.075
2020-08-01,INV000451,CUST0051,Customer_51,PRD001,Summon Siege,TapForge CN,China,Emulator,EUR,5,84.79,0.15,360.3575000000001,0.0,1.0687
2020-08-01,INV000452,CUST0010,Customer_10,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Emulator,EUR,8,93.07,0.21,588.2023999999999,0.0,1.1775
2020-08-01,INV000453,CUST0023,Customer_23,PRD002,Idle Bureaucracy,TapForge CN,China,App Store,EUR,4,75.56,0.27,220.6352,0.0,1.2131
2020-08-01,INV000454,CUST0092,Customer_92,PRD002,Idle Bureaucracy,Tapstorm SG,China,App Store,EUR,7,31.2,0.13,190.008,0.0,0.8146
2020-08-01,INV000455,CUST0014,Customer_14,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Google Play,EUR,4,44.95,0.24,136.64800000000002,0.0,1.2412
2020-08-01,INV000456,CUST0085,Customer_85,PRD003,Petty Kingdoms,TapForge CN,Singapore,App Store,EUR,6,68.25,0.19,331.695,0.0,1.1328
2020-08-01,INV000457,CUST0055,Customer_55,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Google Play,EUR,3,85.84,0.17,213.74159999999998,0.0,1.0905
2020-08-01,INV000458,CUST0091,Customer_91,PRD002,Idle Bureaucracy,TapForge CN,China,Google Play,EUR,5,17.03,0.01,84.2985,0.0,0.9851
2020-08-01,INV000459,CUST0078,Customer_78,PRD002,Idle Bureaucracy,SummonStorm BR,China,App Store,EUR,2,64.35,0.01,127.41299999999998,0.0,0.9475
2020-08-01,INV000460,CUST0043,Customer_43,PRD002,Idle Bureaucracy,TapForge CN,Philippines,Emulator,EUR,2,50.85,0.12,89.49600000000001,0.0,0.9483
2020-08-01,INV000461,CUST0098,Customer_98,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Google Play,EUR,8,58.49,0.25,350.94,0.0,1.162
2020-08-01,INV000462,CUST0055,Customer_55,PRD001,Summon Siege,Tapstorm SG,China,Emulator,EUR,1,16.18,0.19,13.1058,0.0,0.9884
2020-08-01,INV000463,CUST0065,Customer_65,PRD002,Idle Bureaucracy,WhaleCare PH,China,Google Play,EUR,6,90.76,0.14,468.32160000000005,0.0,1.1962
2020-08-01,INV000464,CUST0052,Customer_52,PRD001,Summon Siege,SummonStorm BR,Philippines,Web Portal,EUR,1,93.38,0.18,76.57159999999999,0.0,1.1678
2020-08-01,INV000465,CUST0100,Customer_100,PRD001,Summon Siege,TapForge CN,Brazil,App Store,EUR,5,57.69,0.24,219.22199999999998,0.0,1.058
2020-08-01,INV000466,CUST0020,Customer_20,PRD001,Summon Siege,SummonStorm BR,Philippines,Google Play,EUR,1,9.79,0.02,9.594199999999999,0.0,1.1403
2020-08-01,INV000467,CUST0097,Customer_97,PRD002,Idle Bureaucracy,WhaleCare PH,Singapore,App Store,EUR,4,82.95,0.17,275.394,0.0,1.2941
2020-08-01,INV000468,CUST0027,Customer_27,PRD003,Petty Kingdoms,Tapstorm SG,China,App Store,EUR,9,83.96,0.23,581.8428,0.0,1.1208
2020-08-01,INV000469,CUST0024,Customer_24,PRD001,Summon Siege,TapForge CN,Brazil,Google Play,EUR,4,50.24,0.04,192.9216,0.0,1.1426
2020-08-01,INV000470,CUST0025,Customer_25,PRD002,Idle Bureaucracy,SummonStorm BR,Brazil,Google Play,EUR,3,98.69,0.27,216.1311,0.0,1.0446
2020-08-01,INV000471,CUST0064,Customer_64,PRD002,Idle Bureaucracy,SummonStorm BR,Brazil,App Store,EUR,3,29.65,0.23,68.49149999999999,0.0,1.137
2020-08-01,INV000472,CUST0073,Customer_73,PRD001,Summon Siege,WhaleCare PH,Singapore,App Store,EUR,1,39.08,0.04,37.516799999999996,0.0,0.8591
2020-08-01,INV000473,CUST0061,Customer_61,PRD002,Idle Bureaucracy,Tapstorm SG,Philippines,App Store,EUR,5,75.63,0.11,336.5535,0.0,1.2137
2020-08-01,INV000474,CUST0029,Customer_29,PRD001,Summon Siege,SummonStorm BR,Singapore,Emulator,EUR,7,96.03,0.25,504.1575,0.0,0.9742
2020-08-01,INV000475,CUST0098,Customer_98,PRD003,Petty Kingdoms,WhaleCare PH,Philippines,Google Play,EUR,8,29.27,0.11,208.4024,0.0,1.2604
2020-08-01,INV000476,CUST0017,Customer_17,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Web Portal,EUR,6,74.2,0.08,409.58400000000006,0.0,1.2625
2020-08-01,INV000477,CUST0084,Customer_84,PRD002,Idle Bureaucracy,Tapstorm SG,China,Web Portal,EUR,9,82.8,0.14,640.872,0.0,1.1709
2020-08-01,INV000478,CUST0007,Customer_7,PRD002,Idle Bureaucracy,WhaleCare PH,Brazil,Web Portal,EUR,2,15.9,0.05,30.21,0.0,1.1033
2020-08-01,INV000479,CUST0023,Customer_23,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Web Portal,EUR,2,64.4,0.21,101.75200000000001,26.48,1.2644
2020-08-01,INV000480,CUST0093,Customer_93,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Emulator,EUR,3,47.65,0.19,115.78949999999999,61.63,1.0829
2020-09-01,INV000481,CUST0006,Customer_6,PRD001,Summon Siege,Tapstorm SG,Brazil,Web Portal,EUR,8,28.15,0.17,186.916,0.0,1.1955
2020-09-01,INV000482,CUST0087,Customer_87,PRD003,Petty Kingdoms,TapForge CN,Singapore,App Store,EUR,4,8.3,0.04,31.872000000000003,0.0,0.8777
2020-09-01,INV000483,CUST0013,Customer_13,PRD003,Petty Kingdoms,Tapstorm SG,China,Google Play,EUR,1,18.64,0.03,18.0808,0.0,1.0871
2020-09-01,INV000484,CUST0024,Customer_24,PRD003,Petty Kingdoms,Tapstorm SG,China,App Store,EUR,1,82.21,0.23,63.3017,0.0,0.8732
2020-09-01,INV000485,CUST0078,Customer_78,PRD002,Idle Bureaucracy,TapForge CN,Singapore,App Store,EUR,6,99.44,0.22,465.37919999999997,0.0,1.255
2020-09-01,INV000486,CUST0024,Customer_24,PRD002,Idle Bureaucracy,Tapstorm SG,Philippines,App Store,EUR,4,78.92,0.1,284.112,0.0,1.1442
2020-09-01,INV000487,CUST0024,Customer_24,PRD001,Summon Siege,WhaleCare PH,Singapore,App Store,EUR,8,4.88,0.28,28.1088,0.0,1.208
2020-09-01,INV000488,CUST0056,Customer_56,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Web Portal,EUR,9,9.4,0.25,63.45,0.0,1.0381
2020-09-01,INV000489,CUST0006,Customer_6,PRD002,Idle Bureaucracy,TapForge CN,China,App Store,EUR,4,36.86,0.23,113.52879999999999,0.0,1.1027
2020-09-01,INV000490,CUST0027,Customer_27,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Emulator,EUR,7,76.12,0.2,426.27200000000005,0.0,1.0201
2020-09-01,INV000491,CUST0005,Customer_5,PRD002,Idle Bureaucracy,TapForge CN,Philippines,App Store,EUR,3,74.05,0.19,179.9415,89.94,0.9316
2020-09-01,INV000492,CUST0056,Customer_56,PRD003,Petty Kingdoms,WhaleCare PH,Singapore,Google Play,EUR,3,6.1,0.29,12.992999999999999,0.0,0.93
2020-09-01,INV000493,CUST0012,Customer_12,PRD001,Summon Siege,WhaleCare PH,Singapore,Google Play,EUR,2,50.98,0.28,73.4112,0.0,0.8983
2020-09-01,INV000494,CUST0072,Customer_72,PRD003,Petty Kingdoms,WhaleCare PH,Philippines,Web Portal,EUR,5,46.31,0.09,210.71050000000002,0.0,1.2653
2020-09-01,INV000495,CUST0061,Customer_61,PRD002,Idle Bureaucracy,Tapstorm SG,China,Google Play,EUR,5,70.4,0.1,316.8,0.0,1.2965
2020-09-01,INV000496,CUST0057,Customer_57,PRD002,Idle Bureaucracy,TapForge CN,Brazil,App Store,EUR,7,8.91,0.2,49.896,0.0,0.8794
2020-09-01,INV000497,CUST0001,Customer_1,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Web Portal,EUR,9,97.2,0.16,734.8320000000001,0.0,0.9744
2020-09-01,INV000498,CUST0072,Customer_72,PRD002,Idle Bureaucracy,WhaleCare PH,Singapore,Google Play,EUR,6,21.52,0.04,123.9552,0.0,1.0278
2020-09-01,INV000499,CUST0100,Customer_100,PRD003,Petty Kingdoms,WhaleCare PH,China,Google Play,EUR,9,43.09,0.1,349.02900000000005,0.0,0.9721
2020-09-01,INV000500,CUST0062,Customer_62,PRD002,Idle Bureaucracy,Tapstorm SG,China,App Store,EUR,3,85.91,0.03,249.99810000000002,0.0,1.2835
2020-09-01,INV000501,CUST0071,Customer_71,PRD002,Idle Bureaucracy,WhaleCare PH,Singapore,Google Play,EUR,8,60.92,0.11,433.7504,0.0,0.9578
2020-09-01,INV000502,CUST0048,Customer_48,PRD003,Petty Kingdoms,WhaleCare PH,China,Web Portal,EUR,6,34.98,0.18,172.1016,0.0,1.0348
2020-09-01,INV000503,CUST0028,Customer_28,PRD002,Idle Bureaucracy,TapForge CN,Singapore,App Store,EUR,1,28.82,0.11,25.6498,0.0,0.8032
2020-09-01,INV000504,CUST0042,Customer_42,PRD002,Idle Bureaucracy,Tapstorm SG,China,App Store,EUR,6,10.9,0.07,60.822,0.0,1.1074
2020-09-01,INV000505,CUST0083,Customer_83,PRD003,Petty Kingdoms,WhaleCare PH,Singapore,App Store,EUR,7,10.96,0.19,62.1432,0.0,0.9029
2020-09-01,INV000506,CUST0075,Customer_75,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,App Store,EUR,8,83.38,0.0,667.04,0.0,0.9575
2020-09-01,INV000507,CUST0073,Customer_73,PRD001,Summon Siege,WhaleCare PH,Brazil,App Store,EUR,8,73.19,0.11,521.1128,0.0,1.1652
2020-09-01,INV000508,CUST0063,Customer_63,PRD001,Summon Siege,WhaleCare PH,Philippines,Emulator,EUR,2,24.75,0.22,38.61,0.0,0.9401
2020-09-01,INV000509,CUST0064,Customer_64,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Google Play,EUR,2,69.5,0.1,125.1,0.0,1.0074
2020-09-01,INV000510,CUST0096,Customer_96,PRD001,Summon Siege,WhaleCare PH,Singapore,Google Play,EUR,2,53.71,0.26,79.49080000000001,0.0,1.2688
2020-09-01,INV000511,CUST0003,Customer_3,PRD002,Idle Bureaucracy,SummonStorm BR,Philippines,Google Play,EUR,3,50.09,0.12,132.23760000000001,0.0,0.865
2020-09-01,INV000512,CUST0007,Customer_7,PRD001,Summon Siege,SummonStorm BR,Singapore,Google Play,EUR,8,20.09,0.29,114.1112,0.0,0.9154
2020-09-01,INV000513,CUST0070,Customer_70,PRD002,Idle Bureaucracy,TapForge CN,China,Google Play,EUR,2,44.67,0.2,71.47200000000001,0.0,1.1258
2020-09-01,INV000514,CUST0085,Customer_85,PRD001,Summon Siege,SummonStorm BR,Singapore,Google Play,EUR,6,43.68,0.01,259.4592,0.0,1.031
2020-09-01,INV000515,CUST0040,Customer_40,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Web Portal,EUR,5,68.44,0.19,277.182,0.0,0.9723
2020-09-01,INV000516,CUST0072,Customer_72,PRD001,Summon Siege,Tapstorm SG,Philippines,App Store,EUR,5,76.69,0.15,325.9325,0.0,1.2509
2020-09-01,INV000517,CUST0097,Customer_97,PRD003,Petty Kingdoms,SummonStorm BR,Singapore,Emulator,EUR,7,40.18,0.05,267.197,0.0,0.9727
2020-09-01,INV000518,CUST0072,Customer_72,PRD002,Idle Bureaucracy,TapForge CN,China,Web Portal,EUR,4,46.43,0.26,137.4328,0.0,1.0684
2020-09-01,INV000519,CUST0081,Customer_81,PRD001,Summon Siege,SummonStorm BR,Philippines,App Store,EUR,6,84.77,0.08,467.9304,0.0,0.8679
2020-09-01,INV000520,CUST0056,Customer_56,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Emulator,EUR,8,27.62,0.27,161.3008,0.0,1.2031
2020-09-01,INV000521,CUST0081,Customer_81,PRD001,Summon Siege,SummonStorm BR,Philippines,Google Play,EUR,4,17.66,0.17,58.6312,0.0,0.8033
2020-09-01,INV000522,CUST0028,Customer_28,PRD001,Summon Siege,SummonStorm BR,Brazil,App Store,EUR,8,53.41,0.27,311.9144,0.0,1.0158
2020-09-01,INV000523,CUST0064,Customer_64,PRD003,Petty Kingdoms,SummonStorm BR,Singapore,Web Portal,EUR,9,29.6,0.09,242.42400000000004,0.0,0.829
2020-09-01,INV000524,CUST0074,Customer_74,PRD001,Summon Siege,SummonStorm BR,Philippines,Google Play,EUR,9,40.76,0.12,322.81919999999997,0.0,1.1369
2020-09-01,INV000525,CUST0073,Customer_73,PRD001,Summon Siege,TapForge CN,Philippines,Web Portal,EUR,3,98.4,0.26,218.44800000000004,0.0,1.2745
2020-09-01,INV000526,CUST0080,Customer_80,PRD002,Idle Bureaucracy,Tapstorm SG,Philippines,Google Play,EUR,1,84.36,0.01,83.5164,0.0,0.8586
2020-09-01,INV000527,CUST0060,Customer_60,PRD001,Summon Siege,WhaleCare PH,Singapore,App Store,EUR,7,70.61,0.06,464.61379999999997,0.0,1.1843
2020-09-01,INV000528,CUST0006,Customer_6,PRD001,Summon Siege,SummonStorm BR,Philippines,App Store,EUR,1,95.14,0.09,86.5774,0.0,1.1177
2020-09-01,INV000529,CUST0011,Customer_11,PRD001,Summon Siege,SummonStorm BR,Philippines,Web Portal,EUR,8,83.0,0.01,657.36,0.0,1.0722
2020-09-01,INV000530,CUST0054,Customer_54,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,Emulator,EUR,2,32.15,0.28,46.29599999999999,0.0,0.8177
2020-09-01,INV000531,CUST0067,Customer_67,PRD003,Petty Kingdoms,TapForge CN,Brazil,Google Play,EUR,8,85.82,0.08,631.6351999999999,0.0,1.1643
2020-09-01,INV000532,CUST0091,Customer_91,PRD001,Summon Siege,SummonStorm BR,China,App Store,EUR,9,86.3,0.05,737.8649999999999,0.0,1.2227
2020-09-01,INV000533,CUST0038,Customer_38,PRD002,Idle Bureaucracy,WhaleCare PH,China,App Store,EUR,4,93.61,0.09,340.7404,0.0,1.1571
2020-09-01,INV000534,CUST0054,Customer_54,PRD002,Idle Bureaucracy,TapForge CN,Brazil,Emulator,EUR,5,63.28,0.28,227.808,0.0,0.9916
2020-09-01,INV000535,CUST0078,Customer_78,PRD003,Petty Kingdoms,SummonStorm BR,Philippines,App Store,EUR,1,8.73,0.17,7.245900000000001,0.0,1.1252
2020-09-01,INV000536,CUST0001,Customer_1,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Google Play,EUR,5,28.08,0.14,120.74399999999997,0.0,1.1969
2020-09-01,INV000537,CUST0028,Customer_28,PRD001,Summon Siege,SummonStorm BR,China,Google Play,EUR,4,87.31,0.13,303.8388,0.0,1.1735
2020-09-01,INV000538,CUST0097,Customer_97,PRD003,Petty Kingdoms,WhaleCare PH,China,Emulator,EUR,7,44.03,0.11,274.30690000000004,0.0,0.9934
2020-09-01,INV000539,CUST0060,Customer_60,PRD001,Summon Siege,TapForge CN,China,Google Play,EUR,7,6.71,0.26,34.7578,0.0,1.2816
2020-09-01,INV000540,CUST0081,Customer_81,PRD003,Petty Kingdoms,TapForge CN,Philippines,Web Portal,EUR,1,11.09,0.25,8.317499999999999,0.0,1.0024
2020-10-01,INV000541,CUST0057,Customer_57,PRD001,Summon Siege,Tapstorm SG,Philippines,Web Portal,EUR,4,48.78,0.13,169.7544,0.0,1.099
2020-10-01,INV000542,CUST0093,Customer_93,PRD002,Idle Bureaucracy,Tapstorm SG,Brazil,Emulator,EUR,4,13.11,0.05,49.818,0.0,1.2006
2020-10-01,INV000543,CUST0007,Customer_7,PRD002,Idle Bureaucracy,Tapstorm SG,Philippines,App Store,EUR,4,65.26,0.23,201.00080000000003,0.0,0.9638
2020-10-01,INV000544,CUST0023,Customer_23,PRD003,Petty Kingdoms,SummonStorm BR,Singapore,App Store,EUR,1,60.87,0.18,49.913399999999996,0.0,1.1075
2020-10-01,INV000545,CUST0015,Customer_15,PRD001,Summon Siege,TapForge CN,Brazil,Google Play,EUR,4,46.73,0.17,155.1436,0.0,1.0075
2020-10-01,INV000546,CUST0071,Customer_71,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Web Portal,EUR,2,79.99,0.04,153.58079999999998,0.0,0.9374
2020-10-01,INV000547,CUST0082,Customer_82,PRD001,Summon Siege,WhaleCare PH,Brazil,App Store,EUR,7,97.41,0.14,586.4082,0.0,0.8182
2020-10-01,INV000548,CUST0045,Customer_45,PRD001,Summon Siege,Tapstorm SG,Philippines,Emulator,EUR,1,82.67,0.13,71.9229,0.0,0.8982
2020-10-01,INV000549,CUST0067,Customer_67,PRD002,Idle Bureaucracy,Tapstorm SG,Singapore,Google Play,EUR,4,90.01,0.12,316.83520000000004,0.0,1.1855
2020-10-01,INV000550,CUST0053,Customer_53,PRD003,Petty Kingdoms,Tapstorm SG,Singapore,Web Portal,EUR,7,35.79,0.19,202.9293,0.0,1.1753
2020-10-01,INV000551,CUST0077,Customer_77,PRD002,Idle Bureaucracy,WhaleCare PH,Philippines,Web Portal,EUR,5,17.75,0.08,81.65,0.0,0.949
2020-10-01,INV000552,CUST0041,Customer_41,PRD002,Idle Bureaucracy,SummonStorm BR,Singapore,Emulator,EUR,3,59.77,0.2,143.448,0.0,1.0681
2020-10-01,INV000553,CUST0004,Customer_4,PRD001,Summon Siege,WhaleCare PH,Brazil,Google Play,EUR,6,30.94,0.09,168.93240000000003,0.0,0.8287
2020-10-01,INV000554,CUST0032,Customer_32,PRD002,Idle Bureaucracy,TapForge CN,China,App Store,EUR,3,57.66,0.27,126.27539999999999,0.0,0.9848
2020-10-01,INV000555,CUST0075,Customer_75,PRD001,Summon Siege,WhaleCare PH,Brazil,Emulator,EUR,7,39.86,0.2,223.21599999999998,0.0,0.982
